docname,from,to,pre,keyword,post,pattern
doc_1747,378,378,omstille bedriften i Norge og <c3><a5> betale for,fornybar,energi i Tyskland i stedet for <c3><a5> bygge,fornybar*
doc_1747,443,443,stedet for <c3><a5> si ja til garantier til,fornybarinvesteringer,i utviklingsland som Stortinget tidligere har vedtatt treneres,fornybar*
doc_1756,117,117,alle bedrifter Venstre var full av lovord om,Fornybar,AS og vi venter fortsatt p<c3><a5> konkrete resultater,fornybar*
doc_1757,97,97,til d<c3><b8>mes eigentleg ei heilt historisk storsatsing som,Fornybar,AS er som representanten Tvedt Solberg har f<c3><a5>tt,fornybar*
doc_1769,3486,3486,Den norske kraftforsyninga hadde etter Island den h<c3><b8>gaste,fornybardelen,og dei l<c3><a5>gaste utsleppa i Europa Nettoeksporten var,fornybar*
doc_1769,3509,3509,kr Ferdigstilling av anlegg og investeringar i ny,fornybar,kraftproduksjon auka fr<c3><a5> til Noreg er inne i,fornybar*
doc_1769,3527,3527,periode der det vert bygd fleire anlegg for,fornybar,kraftproduksjon enn p<c3><a5> over <c3><a5>r Noreg og Sverige,fornybar*
doc_1769,3548,3548,for elsertifikat til st<c3><b8>tte for ny produksjon av,fornybar,kraft Fr<c3><a5> norsk side skal det ikkje setjast,fornybar*
doc_1769,3776,3776,har regjeringa styrkt teknologiutvikling og innovasjon knytte til,fornybare,energikjelder gjennom <c3><a5> auke budsjettet til ENERGIX-programmet med,fornybar*
doc_1775,740,740,bruke opp ressurser til en <c3><b8>konomi basert p<c3><a5>,fornybar,energi og <c3><a5> bruke ressurser om igjen Der,fornybar*
doc_1776,612,612,til rette for og skape kapital for de,fornybare,n<c3><a6>ringene som h<c3><b8>rer framtida til Her trenger vi,fornybar*
doc_1778,773,773,oljefondet ut av kull og <c3><a5> opprette et,fornybarmandat,for fondet Det f<c3><b8>rste ble norsk politikk i,fornybar*
doc_1778,813,813,at fondsforvalterne kan investere i unotert infrastruktur for,fornybar,energi er overmodent Det er anbefalt av en,fornybar*
doc_1781,295,295,med morgendagens utfordringer og muligheter Vilje er en,fornybar,ressurs som det finnes mye av i denne,fornybar*
doc_1782,423,423,det skal ogs<c3><a5> gj<c3><b8>res enorme investeringer internasjonalt i,fornybar,energi i klimatilpasning for <c3><a5> ivareta vannressurser og,fornybar*
doc_1782,472,472,forskning styrke Enova styrke milj<c3><b8>teknologiordningene ha p<c3><a5> plass,Fornybar,AS og ha en offensiv n<c3><a6>ringspolitikk for en,fornybar*
doc_1783,529,529,som skal gi oss framtidens levestandard <e2><80><93> havet,fornybar,energi helseteknologi IKT og den enorme digitaliseringen som,fornybar*
doc_1786,797,797,en ser p<c3><a5> bruk av hydrogentog utbygging av,fornybar,kraft har en dobbel s<c3><a5> h<c3><b8>y takt n<c3><a5>,fornybar*
doc_1789,112,112,er planen om at eit s<c3><a5>kalla gr<c3><b8>nt investeringsfond,Fornybar,AS Det er no g<c3><a5>tt to <c3><a5>r sidan,fornybar*
doc_1796,199,199,eget fagomr<c3><a5>de energi Det bygges n<c3><a5> ut mer,fornybar,energi i Norge enn p<c3><a5> <c3><a5>r Det bygges,fornybar*
doc_1796,241,241,for <c3><a5> fortsette en veldig offensiv utbygging av,fornybar,kraft i de kommende <c3><a5>rene Alle nye anlegg,fornybar*
doc_1799,509,509,oss er vi n<c3><b8>ydde til <c3><a5> bruke dei,fornybare,ressursane som vi finn langs heile det langstrekte,fornybar*
doc_1799,521,521,finn langs heile det langstrekte landet v<c3><a5>rt Den,fornybare,vasskrafta ligg rundt omkring i distrikta og innbyggjarane,fornybar*
doc_1803,256,256,sagt fra olje og gass til prim<c3><a6>rn<c3><a6>ringene alts<c3><a5>,fornybart,karbon Vi m<c3><a5> satse p<c3><a5> torsk timotei og,fornybar*
doc_1808,570,570,<c3><a5> skape de gr<c3><b8>nne arbeidsplassene som er klimavennlige,fornybare,og som folk kan leve av i framtida,fornybar*
doc_1819,227,227,gr<c3><b8>nn konkurransekraft Norge skal v<c3><a6>re et foregangsland innenfor,fornybar,energi transportsektoren skal bli utslippsfri vi m<c3><a5> utvikle,fornybar*
doc_1837,126,126,st<c3><b8>tte til gr<c3><b8>nn omstilling enten det er Enova,Fornybar,AS eller en milj<c3><b8>teknologiordning Men Helleland mener ogs<c3><a5>,fornybar*
doc_1874,165,165,bom<c3><b8>nster det handler om industrien det handler om,fornybar,energi Det er veldig mye vi kan gj<c3><b8>re,fornybar*
doc_1877,48,48,Bondebladet Det er to <c3><a5>r sidan Stortinget vedtok,Fornybar,AS Etter to <c3><a5>r er stort sett det,fornybar*
doc_1877,89,89,ho som eg ventar at vert <c3><a5>ret d<c3><a5>,Fornybar,AS f<c3><a5>r sin f<c3><b8>rste tilsette og bidreg til,fornybar*
doc_1878,46,46,skal bli trivelige fire nye <c3><a5>r S<c3><a5> til,Fornybar,AS Jeg gleder meg til <c3><a5> se det,fornybar*
doc_1878,101,101,har v<c3><a6>rt med p<c3><a5> for <c3><a5> f<c3><a5> etablert,Fornybar,AS Jeg tror det kommer til <c3><a5> bli,fornybar*
doc_1879,44,44,i l<c3><b8>pet av vil sj<c3><a5> eit selskap <e2><80><93>,Fornybar,AS <e2><80><93> lokalisert i Stavanger som har tilsette,fornybar*
doc_1891,36,36,olje og gass til gradvis mer vekt p<c3><a5>,fornybar,Som statsr<c3><a5>den helt riktig p<c3><a5>pekte er kanskje noe,fornybar*
doc_1904,108,108,Norsk olje og gass finansierer dagens forskning p<c3><a5>,fornybare,energikilder i tillegg til skoler sykehus rettsvesen forsvar,fornybar*
doc_1914,92,92,lokomotiv p<c3><a5> alle togstrekninger Elektrisiteten i Norge er,fornybar,og i hovedsak kommer den fra vannkraft <e2><80><93>,fornybar*
doc_1914,189,189,slutte <c3><a5> bruke diesellokomotiv og g<c3><a5> over til,fornybar,energi Norge har kompetanse ikke minst i min,fornybar*
doc_1914,332,332,sette et <c3><a5>rstall Innen skal alle fly bruke,fornybar,energi i Norge Da gir vi et klart,fornybar*
doc_1918,53,53,i disse s<c3><a5>rbare omr<c3><a5>dene Vi h<c3><b8>ster av en,fornybar,ressurs som gjennom tusenvis av <c3><a5>r har v<c3><a6>rt,fornybar*
doc_1918,182,182,vinter Oljeindustrien representerer en alvorlig trussel mot disse,fornybare,naturverdiene Seismikkskyting skremmer fisk skader egg og larver,fornybar*
doc_1956,104,104,hyggeleg <c3><a5> sl<c3><a5> fast at det nye investeringsfondet,Fornybar,AS eit ektef<c3><b8>dt Venstre-barn no vert operasjonalisert eit,fornybar*
doc_1981,149,149,ut naturen og vera eit batteri <e2><80><93> eit,fornybarbatteri,<e2><80><93> for Noreg <e2><80><93> og at dette skal,fornybar*
doc_2064,2830,2830,EUs medlemsland Vi har en kraftforsyning basert p<c3><a5>,fornybar,vannkraft og vi er en stor energieksport<c3><b8>r Dette,fornybar*
doc_2078,37,37,i st<c3><b8>rst mulig grad skal g<c3><a5> over til,fornybar,energi Det er m<c3><a5>let v<c3><a5>rt Men vi vet,fornybar*
doc_2084,317,317,at vi <c2><ab> har en kraftforsyning basert p<c3><a5>,fornybar,vannkraft og vi er en stor energieksport<c3><b8>r Dette,fornybar*
doc_2086,37,37,medlemsland <c2><ab> Vi har en kraftforsyning basert p<c3><a5>,fornybar,vannkraft og vi er en stor energieksport<c3><b8>r Dette,fornybar*
doc_2087,84,84,vi utveksler kraft med v<c3><a5>re naboland Vi har,fornybar,energi <c3><a5> eksportere til det europeiske kraftmarkedet og,fornybar*
doc_2096,308,308,til <c3><a5> g<c3><a5> over fra kull til andre,fornybare,energikilder Men regjeringen sier fint lite om veien,fornybar*
doc_2097,260,260,implementere ny teknologi basert p<c3><a5> nye og helst,fornybare,energib<c3><a6>rere Vind og b<c3><b8>lgeenergi kan v<c3><a6>re aktuelt men,fornybar*
doc_2097,437,437,framtidig energiforsyning p<c3><a5> Svalbard basert p<c3><a5> b<c3><a6>rekraftige og,fornybare,l<c3><b8>sninger Vi i Kristelig Folkeparti mener at det,fornybar*
doc_2102,228,228,<c3><a5>r foran resten av verden i produksjon av,fornybar,energi men vi er ikke like langt framme,fornybar*
doc_2115,102,102,for det f<c3><b8>rste at v<c3><a5>r elektrisitetsproduksjon allerede er,fornybar,og at vi som sagt s<c3><a5>nn sett ikke,fornybar*
doc_2116,13,13,En vellykket klimapolitikk med overgang til energieffektivisering bioplast,fornybar,energi elektrifisert transport og varmepumper vil medf<c3><b8>re lavere,fornybar*
doc_2135,1152,1152,at en framtidig energiproduksjon skal v<c3><a6>re b<c3><a6>rekraftig og,fornybar,Vi forutsetter at regjeringen f<c3><b8>lger opp dette og,fornybar*
doc_2139,356,356,ganger s<c3><a5> mye hav som land har store,fornybarressurser,Dersom ressursene utnyttes optimalt er det potensial for,fornybar*
doc_2142,438,438,gr<c3><b8>nne arbeidsplasser i tiden fremover Det nye investeringsselskapet,Fornybar,AS foresl<c3><a5>s med en investeringsramme p<c3><a5> mill kr,fornybar*
doc_2143,161,161,p<c3><a5> omr<c3><a5>der der vi har spesielle fortrinn som,fornybar,energi det maritime olje og gass og sj<c3><b8>mat,fornybar*
doc_2143,240,240,og utvider den til ogs<c3><a5> <c3><a5> omfatte havbasert,fornybar,energi Vi opprettholder fritaket fra CO avgiften for,fornybar*
doc_2150,109,109,i kombinasjon med naturgitte fortrinn som tilgang p<c3><a5>,fornybar,kraft og en geografisk beliggenhet som porten til,fornybar*
doc_2150,228,228,p<c3><a5> St<c3><b8>leheia som gir tilgang til n<c3><b8>dvendig og,fornybar,kraft Tilgangen p<c3><a5> ren norsk vannkraft gir ogs<c3><a5>,fornybar*
doc_2158,111,111,til grunn at framtidig energiproduksjon blir b<c3><a6>rekraftig og,fornybar,S<c3><a5> mitt sp<c3><b8>rsm<c3><a5>l blir Kan statsr<c3><a5>den kort gj<c3><b8>re,fornybar*
doc_2197,76,76,framover Samtidig har vi en unik tilgang til,fornybar,energi her hjemme og vi har en rekke,fornybar*
doc_2197,241,241,den lange omstillingen til et gr<c3><b8>nnere og mer,fornybart,samfunn Vi skal v<c3><a6>re oss bevisst den s<c3><a6>rlige,fornybar*
doc_2199,182,182,og gassektoren sammen med en stor satsing p<c3><a5>,fornybar,forsterker Norge som en stor energi og milj<c3><b8>nasjon,fornybar*
doc_2199,269,269,viktig <c3><a5> tilrettelegge for at veksten kommer innenfor,fornybar,energi Det betyr ikke at fossile energikilder kommer,fornybar*
doc_2200,159,159,klimam<c3><a5>lene samtidig som vi forvalter enorme naturressurser b<c3><a5>de,fornybare,og ikke-fornybare p<c3><a5> energisektoren Senterpartiet er tilhenger av,fornybar*
doc_2200,574,574,gjelder tilgang til naturressurser Vi er selvforsynt med,fornybar,energi <e2><80><93> og vel s<c3><a5> det <e2><80><93> og,fornybar*
doc_2200,607,607,langsiktig og klar satsing p<c3><a5> videre produksjon av,fornybar,energi men ogs<c3><a5> p<c3><a5> teknologiutvikling Ny teknologi p<c3><a5>,fornybar*
doc_2200,641,641,l<c3><b8>sninger internasjonalt Det er ingen tvil om at,fornybare,ressurser vil bidra til reduserte utslipp men det,fornybar*
doc_2201,372,372,trenger at de store pengene brukes p<c3><a5> de,fornybare,l<c3><b8>sningene Det er ikke lenger bare uansvarlig overfor,fornybar*
doc_2202,188,188,og utviklar eit samfunn som er basert p<c3><a5>,fornybar,teknologi der berekraftig bruk og eit gr<c3><b8>nt skifte,fornybar*
doc_2206,424,424,opp gode tekniske l<c3><b8>ysingar Havvind katapult Enova og,fornybarprogram,innan maritime n<c3><a6>ringar er eksempel p<c3><a5> dette Me,fornybar*
doc_2206,622,622,allereie diversifiserer portef<c3><b8>ljen sin til <c3><a5> omfatta andre,fornybare,energikjelder og teknologiar fordi rammevilk<c3><a5>ra legg til rette,fornybar*
doc_2206,643,643,skal bruka mrd kr dei komande <c3><a5>ra p<c3><a5>,fornybarprogrammet,sitt men det kan dei ikkje gjera utan,fornybar*
doc_2206,706,706,og me skal <c3><b2>g vera brua inn i,fornybarn<c3><a6>ringa,Me har vist p<c3><a5> relativt kort tid at,fornybar*
doc_2207,19,19,at det for tiden g<c3><a5>r bra b<c3><a5>de i,fornybarn<c3><a6>ringene,v<c3><a5>re og innenfor olje og gassektoren B<c3><a6>rekraftig ressursforvaltning,fornybar*
doc_2207,52,52,Stortinget om at den forvaltningstradisjonen videref<c3><b8>rer H<c3><b8>yre<e2><80><93>Fremskrittsparti-regjeringen P<c3><a5>,fornybaromr<c3><a5>det,har vi en kraftforsyning som har den h<c3><b8>yeste,fornybar*
doc_2207,61,61,har vi en kraftforsyning som har den h<c3><b8>yeste,fornybarandelen,i Europa <e2><80><93> tiln<c3><a6>rmet utslippsfri pst fornybar elektrisitet,fornybar*
doc_2207,68,68,h<c3><b8>yeste fornybarandelen i Europa <e2><80><93> tiln<c3><a6>rmet utslippsfri pst,fornybar,elektrisitet I satte vi produksjonsrekord med TWh et,fornybar*
doc_2207,87,87,TWh I tillegg bygges det n<c3><a5> ut mer,fornybar,energi i Norge enn p<c3><a5> <c3><a5>r TWh fornybar,fornybar*
doc_2207,95,95,fornybar energi i Norge enn p<c3><a5> <c3><a5>r TWh,fornybar,energi bygges n<c3><a5> ut mesteparten vind men ogs<c3><a5>,fornybar*
doc_2213,304,304,avfall og biprodukter fra industri og fiskeoppdrett til,fornybar,og klimavennlig gj<c3><b8>dsel og biodrivstoff Det har bidratt,fornybar*
doc_2215,96,96,for pst av norsk eksport Skreien er en,fornybar,ressurs som gjennom <c3><a5>rtusener har v<c3><a6>rt grunnmuren for,fornybar*
doc_2215,172,172,havomr<c3><a5>dene Oljeindustrien representerer en alvorlig trussel mot disse,fornybare,naturverdiene Seismikkskytingen skremmer fisken skader egg og larver,fornybar*
doc_2216,389,389,fra dyktige agronomer og sj<c3><b8>matprodusenter resirkulerte r<c3><a5>varer og,fornybar,energi,fornybar*
doc_2220,121,121,n<c3><a6>ringer som er basert p<c3><a5> <c3><a5> forvalte nye,fornybare,naturressurser Vi m<c3><a5> s<c3><b8>rge for at folk har,fornybar*
doc_2220,169,169,ogs<c3><a5> s<c3><b8>rge for <c3><b8>kt verdiskaping knyttet til nye,fornybare,l<c3><b8>sninger Da er det bl.a viktig som Senterpartiet,fornybar*
doc_2220,193,193,som bringer oss over fra fossile l<c3><b8>sninger til,fornybare,l<c3><b8>sninger Vi m<c3><a5> f<c3><a5> <c3><b8>kt verdiskaping i Norge,fornybar*
doc_2222,99,99,hvor mye energi som blir produsert i verden,Fornybar,energi blir billigere og vil ha en stor,fornybar*
doc_2229,263,263,og den utviklingen vi vil ha b<c3><a5>de p<c3><a5>,fornybaromr<c3><a5>det,og innen olje og gass Det Fatih Birol,fornybar*
doc_2231,171,171,investeringsselskap s<c3><a5>nn at en skal f<c3><a5> fortgang i,fornybare,nye l<c3><b8>sninger Vi etterlyser hva som skjer knyttet,fornybar*
doc_2240,12,12,Sp I arbeidet for omstilling til et gr<c3><b8>nt,fornybart,og b<c3><a6>rekraftig samfunn spiller skogen en n<c3><b8>kkelrolle <c3><98>kt,fornybar*
doc_2240,346,346,stimulere til investeringer og sikre overgangen til en,fornybar,transportsektor Skogen skal ikke bare redde klimaet Skogen,fornybar*
doc_2243,126,126,kritiserer regjeringen for ikke <c3><a5> gj<c3><b8>re nok for,fornybar,energi samtidig som de vil verne flest mulige,fornybar*
doc_2243,139,139,vil verne flest mulige omr<c3><a5>der for utbygging av,fornybar,energi Jeg skal ikke dra dette s<c3><a5> mye,fornybar*
doc_2276,94,94,st<c3><b8>rst mulig grad <c3><a5> sikre dette gjennom ren,fornybar,energi I s<c3><a5> fall er ikke representanten og,fornybar*
doc_2277,87,87,<c3><a5>rene er de store kuttene i satsingen p<c3><a5>,fornybar,energi i utviklingsland Der er det gjennomf<c3><b8>rt betydelige,fornybar*
doc_2287,29,29,gass de n<c3><a6>rmeste <c3><a5>rene som en bro til,fornybarsamfunnet,Men et typisk trekk ved broer er at,fornybar*
doc_2291,113,113,infrastruktur som ikke er registrert p<c3><a5> b<c3><b8>rs for,fornybar,energi For de fleste fornybarprosjekter er i selskaper,fornybar*
doc_2291,118,118,p<c3><a5> b<c3><b8>rs for fornybar energi For de fleste,fornybarprosjekter,er i selskaper som ikke er aksjeselskaper og,fornybar*
doc_2293,59,59,norsk industri kan ha n<c3><a5>r det gjelder helt,fornybart,i det europeiske og globale bildet ikke minst,fornybar*
doc_2294,7,7,Statsr<c3><a5>d Terje S<c3><b8>viknes N<c3><a5>r det gjelder,fornybarn<c3><a6>ringen,i Norge er vi en nettoeksport<c3><b8>r av fornybar,fornybar*
doc_2294,15,15,fornybarn<c3><a6>ringen i Norge er vi en nettoeksport<c3><b8>r av,fornybar,energi og vi har gjennom <c3><a5>r <e2><80><93> fra,fornybar*
doc_2294,73,73,ha en rolle i <c3><a5> balansere bl.a variabel,fornybar,kraft fra resten av Europa knyttet til sol,fornybar*
doc_2301,252,252,gjennom Det gr<c3><b8>nne klimafondet skogpenger og investering i,fornybar,energi I en tid med mer spenninger enn,fornybar*
doc_2305,415,415,jobbskaping og partnerskap med privat sektor klima og,fornybar,energi og humanit<c3><a6>r hjelp Tverrg<c3><a5>ende prioriteringer er bl.a,fornybar*
doc_2311,359,359,samarbeide med v<c3><a5>re arktiske naboer for <c3><a5> finne,fornybare,innovative m<c3><a5>ter <c3><a5> forsyne et samfunn p<c3><a5> som,fornybar*
doc_2355,324,324,fra bare olje og petroleum og over p<c3><a5>,fornybare,n<c3><a6>ringer p<c3><a5> framtidens n<c3><a6>ringer for de pengene vi,fornybar*
doc_2355,382,382,forskning fra petroleum og gammeldags teknologi over p<c3><a5>,fornybar,teknologi og <c3><a5> flytte kompetanse de dyktige folkene,fornybar*
doc_2355,402,402,vi kan bruke den kompetansen i andre og,fornybare,n<c3><a6>ringer Det er <c3><a5> ruste Norge for framtiden,fornybar*
doc_2364,653,653,oljefondet b<c3><b8>r f<c3><a5> lov til <c3><a5> investere i,fornybar,infrastruktur Dette vil gi dem et st<c3><b8>rre investeringsunivers,fornybar*
doc_2403,151,151,og Riksrevisjonens unders<c3><b8>kelse av effektivitet i konsesjonsbehandlingen av,fornybar,energi 2013<e2><80><93>2014 Jeg synes det er riktig <c3><a5>,fornybar*
doc_2413,1008,1008,skjer n<c3><a5> ikke innenfor fossil energi men innenfor,fornybar,energi teknologi og nullutslippsl<c3><b8>sninger Skal vi lykkes med,fornybar*
doc_2416,454,454,snu trenden Mange av verdens land satser n<c3><a5>,fornybart,og b<c3><a6>rekraftig og v<c3><a5>r n<c3><b8>ling kan gj<c3><b8>re at,fornybar*
doc_2416,665,665,store subsidiene fra olje og gass over til,fornybare,n<c3><a6>ringer gjennomf<c3><b8>rer et gr<c3><b8>nt skatteskifte som faktisk virker,fornybar*
doc_2432,532,532,gjennom nye arbeidsplasser Norge har fantastiske muligheter i,fornybar,energi i industrien i maritime n<c3><a6>ringer i olje,fornybar*
doc_2451,370,370,aktivt samarbeid og vi er for utveksling av,fornybar,kraft men vi er ikke for <c3><a5> gi,fornybar*
doc_2455,121,121,det blir bare s<c3><a5>nn Regjeringa sier ikke at,fornybare,naturressurser som f.eks vannkraft og t<c3><b8>mmer skal eksporteres,fornybar*
doc_2457,162,162,fram med <c3><a5> stilla krav til utsleppsfrie eller,fornybare,l<c3><b8>ysingar i offentlege ferjeanbod der det ligg til,fornybar*
doc_2464,101,101,legges til rette for samfunns<c3><b8>konomisk l<c3><b8>nnsom produksjon av,fornybar,energi i Norge Den sterke befolkningsveksten spesielt i,fornybar*
doc_2485,36,36,v<c3><a6>rt en kraftig satsing p<c3><a5> gr<c3><b8>nn omstilling p<c3><a5>,fornybar,Det er etablert vekstfond Det er forsket mer,fornybar*
doc_2485,49,49,Det er forsket mer enn noen gang p<c3><a5>,fornybar,energi p<c3><a5> gr<c3><b8>nn omstilling p<c3><a5> satsing p<c3><a5> ulike,fornybar*
doc_2486,138,138,i hodet samtidig Vi klarer <c3><a5> satse p<c3><a5>,fornybar,vi klarer <c3><a5> satse p<c3><a5> vind og hav,fornybar*
doc_2493,88,88,ut fossile drivstoff og ta i bruk nye,fornybare,drivstoff s<c3><a6>rlig i persontransporten Hva ser SV for,fornybar*
doc_2505,110,110,investeringer og subsidier fra fossile n<c3><a6>ringer over til,fornybare,n<c3><a6>ringer der det potensielt kan v<c3><a6>re mange arbeidsplasser,fornybar*
doc_2507,93,93,Vi mener at vi heller m<c3><a5> satse p<c3><a5>,fornybare,arbeidsplasser som har framtiden foran seg enn de,fornybar*
doc_2541,30,30,rolle som energiprodusent av b<c3><a5>de olje gass og,fornybar,energi gj<c3><b8>r oss ganske ulik EU-landene i energipolitikken,fornybar*
doc_2541,41,41,oss ganske ulik EU-landene i energipolitikken De norske,fornybare,energiressursene m<c3><a5> disponeres til beste for det norske,fornybar*
doc_2542,226,226,Europa har et innel<c3><a5>st energipotensial ikke minst p<c3><a5>,fornybar,energi fordi man har enkeltland som har regulert,fornybar*
doc_2551,48,48,imidlertid ha en langsiktig omstilling fra fossil til,fornybar,energibruk og produksjon Det gjelder selv om m<c3><a5>let,fornybar*
doc_2558,16,16,er vi opptatt av at vi utvinner mer,fornybar,energi i Norge og derfor er vi opptatt,fornybar*
doc_2558,38,38,m<c3><a5>lene vi har satt oss om en h<c3><b8>yere,fornybarandel,ogs<c3><a5> utover vannkraften Det har jeg opplevd at,fornybar*
doc_2559,74,74,offentlige ordskiftet N<c3><a5> bygges det ut mye rimelig,fornybar,energi i v<c3><a5>re n<c3><a6>romr<c3><a5>der s<c3><a5> det kan v<c3><a6>re,fornybar*
doc_2560,31,31,p<c3><a5> en m<c3><a5>te som gj<c3><b8>r at den er,fornybar,og kraftig Det gj<c3><b8>r vi fordi vi regulerer,fornybar*
doc_2561,48,48,foran alt annet foran fisk fiskere milj<c3><b8> og,fornybare,n<c3><a6>ringer Senest januar to dager etter at Jel<c3><b8>ya-plattformen,fornybar*
doc_2592,154,154,g<c3><a5>r p<c3><a5> skole ikke minst jenter Produksjonen av,fornybar,energi vokser raskt Internasjonalt samarbeid har gitt oss,fornybar*
doc_2592,4237,4237,egen kommisjon om geopolitiske implikasjoner av veksten i,fornybar,energi i samarbeid med Tyskland De forente arabiske,fornybar*
doc_2602,155,155,utvikling av teknologi <e2><80><93> alt forsynt fra v<c3><a5>re,fornybare,energikilder Dette er et felt der vi kan,fornybar*
doc_2612,412,412,fjerne det som faktisk finansierer satsingen p<c3><a5> nye,fornybare,energikilder i Norge Hvis man i tillegg er,fornybar*
doc_2614,161,161,b<c3><b8>r vera ein viss konsistens i oppskalering av,fornybar,energi og nedskalering av olje og gass for,fornybar*
doc_2614,201,201,oppskalera innovasjonstakt og verkemiddelapparat til teknologisk utvikling innan,fornybarsamfunnet,kutta denne strengen til inntekt Og b<c3><b8>r me,fornybar*
doc_2614,313,313,storstilt endringsprosess med <c3><a5> koma seg over i,fornybarsamfunnet,der me p<c3><a5> skuldrane til olje og gassn<c3><a6>ringa,fornybar*
doc_2614,333,333,utfordringane og vera bidragsytarar inn i teknologien som,fornybarsamfunnet,krev <e2><80><93> slik olje og gass stod p<c3><a5>,fornybar*
doc_2614,390,390,i verdsklassen innanfor leverand<c3><b8>rindustri av fossil energi til,fornybar,energi Og me er p<c3><a5> veg <e2><80><93> i,fornybar*
doc_2614,482,482,olje og gasselskapa er allereie tungt inne i,fornybarmarknaden,og med seg har dei eit haleheng av,fornybar*
doc_2615,44,44,og best<c3><a5>r av b<c3><a5>de en fossil og en,fornybar,sektor <c3><85> sl<c3><a5> full stopp i <c3><a9>n av,fornybar*
doc_2615,137,137,en omstilling Vi m<c3><a5> g<c3><a5> fra fossil til,fornybar,energi men det er i dag ingenting som,fornybar*
doc_2617,414,414,store muligheter for <c3><a5> ta i bruk det,fornybare,Ser en ogs<c3><a5> p<c3><a5> Barentsomr<c3><a5>det <e2><80><93> for Barentsomr<c3><a5>det,fornybar*
doc_2618,141,141,petroleumspolitikk B<c3><a5>de Parisavtalen og den sterke auken i,fornybar,energi globalt har gjort at utsikta og risikoen,fornybar*
doc_2619,347,347,p<c3><a5> norsk sokkel fram mot Det er billigere,fornybar,energi alternativer til olje energieffektivisering og vanskeligere tilgjengelige,fornybar*
doc_2619,383,383,det vedvarende overraskende raske fall i kostnadene p<c3><a5>,fornybare,energikilder En rapport fra IRENA det internasjonale fornybarbyr<c3><a5>et,fornybar*
doc_2619,391,391,fornybare energikilder En rapport fra IRENA det internasjonale,fornybarbyr<c3><a5>et,viser at innen <e2><80><93> bare om to <c3><a5>r,fornybar*
doc_2619,663,663,innovasjoner fjerner behovet helt S<c3><a5> for <c3><a5> oppsummere,fornybar,konkurranse substitutter energieffektivisering og redusert ettersp<c3><b8>rsel samtidig som,fornybar*
doc_2624,164,164,CO utslippene i USA prim<c3><a6>rt skyldes energieffektivisering deretter,fornybar,energi <e2><80><93> og s<c3><a5> gassubstitusjon S<c3><a5> her finnes,fornybar*
doc_2627,171,171,og energiminister med stolthet b<c3><a5>de knyttet til det,fornybare,omr<c3><a5>det der vi har et overskudd av fornybar,fornybar*
doc_2627,179,179,fornybare omr<c3><a5>det der vi har et overskudd av,fornybar,kraft der det n<c3><a5> bygges ut mer kraft,fornybar*
doc_2627,193,193,ut mer kraft enn p<c3><a5> <c3><a5>r og der,fornybarn<c3><a6>ringen,representerer den st<c3><b8>rste verdiskaperen i Fastlands-Norge og ogs<c3><a5>,fornybar*
doc_2629,148,148,de var i fjor S<c3><a5> fire trender innenfor,fornybare,batterier og klimapolitikk er et helt nytt bilde,fornybar*
doc_2654,374,374,jenter det er sterk vekst i produksjonen av,fornybar,energi det er fremgang i kampen mot terrororganisasjoner,fornybar*
doc_2673,24,24,helse og omsorgstjenesten P<c3><a5>r<c3><b8>rende kan ogs<c3><a5> kalles en,fornybar,ressurs dersom de blir tatt godt vare p<c3><a5>,fornybar*
doc_2676,463,463,fordelingsprinsippet spesielt gjeld dette der ein har store,fornybarutbyggingar,Slike forhold b<c3><b8>r ein sj<c3><a5> n<c3><a6>rare p<c3><a5> og,fornybar*
doc_2676,517,517,at nettkundar med uttak fr<c3><a5> regionalnett med mykje,fornybarproduksjon,tek ei st<c3><b8>rre kostnadsbelastning d<c3><a5> innmatingstariffen si fastavgift,fornybar*
doc_2676,542,542,dit at kommunar seier nei til etablering av,fornybarprosjekt,fordi belastningane for nettkundane b<c3><a5>de private og n<c3><a6>ringslivet,fornybar*
doc_2677,497,497,utredningsarbeidet Et eksempel p<c3><a5> dette er finansiering av,fornybarutbygging,av vindkraft Slik systemet er i dag belaster,fornybar*
doc_2678,206,206,at vi kan holde p<c3><a5> den ledertr<c3><b8>ya De,fornybare,energikildene f<c3><a5>r en st<c3><b8>rre rolle <e2><80><93> ikke s<c3><a5>,fornybar*
doc_2678,227,227,Norge fordi vi allerede har s<c3><a5> stor andel,fornybar,energi <e2><80><93> men det kommer til <c3><a5> rase,fornybar*
doc_2678,274,274,eksempel p<c3><a5> et land som satser massivt p<c3><a5>,fornybar,energi bl.a solkraft Sp<c3><b8>rsm<c3><a5>l vi m<c3><a5> stille oss,fornybar*
doc_2679,108,108,som p<c3><a5>peikar at nasjonale m<c3><a5>l om utbygging av,fornybar,kraft i enkelte distrikt p<c3><a5> grunn av m<c3><a5>ten,fornybar*
doc_2701,126,126,<c3><a5> s<c3><b8>rge for at energimarkedet med hensyn til,fornybar,energi kan flyttes rundt i Europa p<c3><a5> en,fornybar*
doc_2701,185,185,nok felles nettutbygging for <c3><a5> f<c3><a5> frem den,fornybare,energien For Norges vedkommende har vi v<c3><a6>rt medlem,fornybar*
doc_2702,45,45,det er viktig ogs<c3><a5> for utviklingen av ny,fornybar,energi og for stabiliteten i prisen p<c3><a5> kraft,fornybar*
