docname,from,to,pre,keyword,post,pattern
doc_7478,399,399,i <c3><a5>ra som kjem nemleg trongen for meir,fornybar,energi og korleis me skal skaffa oss denne,fornybar*
doc_7480,70,70,mulighetene og det potensialet som ligger i <c3><b8>kt,fornybar,energiproduksjon i norske vassdrag Vi har over lengre,fornybar*
doc_7480,277,277,vare p<c3><a5> natur samtidig som man produserer mer,fornybar,kraft Senterpartiet er derfor positiv til at det,fornybar*
doc_7480,329,329,<c3><a5> utnytte potensialet for <c3><b8>kt produksjon av norsk,fornybar,vannkraft Vi st<c3><b8>tter derfor forslaget i dag Jeg,fornybar*
doc_7481,181,181,tilfeller der man kan gj<c3><b8>re b<c3><a5>de klimatilpasning og,fornybar,kraftproduksjon i sm<c3><a5>skala Det er jeg helt enig,fornybar*
doc_7482,42,42,tid der det er <c3><b8>kt ettersp<c3><b8>rsel etter kraft,fornybar,kraft og det ikke er s<c3><a5> mange alternativer,fornybar*
doc_7484,36,36,er innsatsfaktorar i batteri i industriprosessar osv med,fornybare,berekraftige ressursar D<c3><a5> kjem bioressursane til <c3><a5> f<c3><a5>,fornybar*
doc_7484,96,96,dette ut av gruver <e2><80><93> som ikkje er,fornybare,ressursar og som sj<c3><b8>lvsagt vil ta slutt p<c3><a5>,fornybar*
doc_7485,169,169,skape arbeidsplasser av i Norge framover Det er,fornybart,karbon som kan bidra til <c3><a5> skape arbeidsplasser,fornybar*
doc_7518,117,117,virkemidlene slik at vi kan skape de gr<c3><b8>nne,fornybare,arbeidsplassene vi kan tjene penger p<c3><a5> og punkt,fornybar*
doc_7535,120,120,for langt st<c3><b8>rre verdiskaping og <c3><b8>kte eksportinntekter fra,fornybar,energi bio<c3><b8>konomi karbonfangst og lagring og hydrogen Olje,fornybar*
doc_7538,263,263,for <c3><a5> bygge en bru inn i en,fornybar,tidsalder Det er fristende <c3><a5> si at vi,fornybar*
doc_7538,281,281,samfunn skal bygge en bru fra oljelandet til,fornybarlandet,Problemet er at vi ikke klarer <c3><a5> bygge,fornybar*
doc_7538,419,419,bidra til <c3><a5> forenkle brubyggingen fra oljealderen til,fornybaralderen,n<c3><a5>r offshorearbeideren og n<c3><a6>ringen kan bruke sin kompetanse,fornybar*
doc_7539,341,341,<c3><a5> sikre en s<c3><b8>ml<c3><b8>s omstilling til jobber innenfor,fornybar,energi De som lever i den tro at,fornybar*
doc_7542,131,131,det er en stor vekst i dag p<c3><a5>,fornybare,energikilder men de er p<c3><a5> ingen m<c3><a5>te i,fornybar*
doc_7542,277,277,bruken av kull eller <c3><b8>kt etablering av mer,fornybar,energi som forslagsstillerne for s<c3><a5> vidt ogs<c3><a5> er,fornybar*
doc_7559,281,281,lage en <c3><b8>konomi som g<c3><a5>r fra fossil til,fornybar,fra line<c3><a6>r bruk-og-kast til sirkul<c3><a6>r ombruk og som,fornybar*
doc_7560,123,123,i havet p<c3><a5> land og ikke minst i,fornybar,energiproduksjon Det er derfor viktig <c3><a5> utvikle et,fornybar*
doc_7583,77,77,allierte mener at Norge skal bidra til klimatiltak,fornybar,energi akademisk forskning helse og arbeidsliv <e2><80><93> ikke,fornybar*
doc_7616,276,276,og norsk industri og at lave kraftpriser og,fornybar,energi fortsatt skal v<c3><a6>re en av de fremste,fornybar*
doc_7617,52,52,oljeselskapene Det <c3><a5> sikre tilgang til ren og,fornybar,kraft til etablering av nye industriarbeidsplasser i Norge,fornybar*
doc_7618,199,199,r<c3><a5>vare Det er den lave energikostnaden fra milj<c3><b8>vennlig,fornybar,vannkraft som i over <c3><a5>r har v<c3><a6>rt et,fornybar*
doc_7619,414,414,ACER EUs tredje energimarkedspakke Hvis vi <c3><b8>nsker en,fornybar,omstilling m<c3><a5> vi ogs<c3><a5> gi fornybarn<c3><a6>ringen stabile rammevilk<c3><a5>r,fornybar*
doc_7619,420,420,<c3><b8>nsker en fornybar omstilling m<c3><a5> vi ogs<c3><a5> gi,fornybarn<c3><a6>ringen,stabile rammevilk<c3><a5>r Det er i hvert fall det,fornybar*
doc_7620,261,261,har et s<c3><a5> bredt flertall for <c3><a5> sikre,fornybar,energi framover og at vi f<c3><a5>r staten som,fornybar*
doc_7623,139,139,men vi er allerede ganske godt forsynt med,fornybar,energi Da m<c3><a5> vi i hvert fall f<c3><a5>,fornybar*
doc_7623,156,156,fart p<c3><a5> den gr<c3><b8>nne omstillingen og bruke den,fornybare,energien til noe og eksportere den Det er,fornybar*
doc_7623,201,201,nei takk til en betydelig inntektskilde av den,fornybare,kraften som en ellers ikke f<c3><a5>r brukt,fornybar*
doc_7625,144,144,jeg ogs<c3><a5> for at vi skal bygge mer,fornybar,kraft Og det er det som er poenget,fornybar*
doc_7626,348,348,som sikret offentlig eierskap til vannkraften Tilgang p<c3><a5>,fornybar,kraft er helt avgj<c3><b8>rende for v<c3><a5>r konkurransekraft og,fornybar*
doc_7626,380,380,Men skal vi lykkes med <c3><a5> f<c3><a5> mer,fornybar,kraft m<c3><a5> ogs<c3><a5> de som b<c3><a6>rer kostnadene med,fornybar*
doc_7628,367,367,at vi skal bygge ut titalls terrawattimer med,fornybar,kraft og at verneplanen for vassdrag faktisk er,fornybar*
doc_7658,181,181,p<c3><a5> utviklinga av utsleppsfrie skip og infrastruktur for,fornybare,energikjelder <c2><bb> Diskusjonen m<c3><a5> handle om hvordan det,fornybar*
doc_7707,85,85,og verdiskaping her i landet bl.a knyttet til,fornybar,energi kreftmedisin og petroleumsvirksomhetene N<c3><a5> er atomreaktorene i,fornybar*
doc_7708,132,132,skaperkraft og levert viktig innovasjon innenfor medisinsk teknologi,fornybar,energi petroleumsteknologi og industri Men aktiviteten har ogs<c3><a5>,fornybar*
doc_7709,305,305,det videre i sitt arbeid med forskning p<c3><a5>,fornybar,energi batteriteknologi fangst og lagring av CO solenergi,fornybar*
doc_7711,53,53,i fortsettelsen av utviklingen av Norge innenfor b<c3><a5>de,fornybar,n<c3><a6>ring gr<c3><b8>nne muligheter osv Forskningsr<c3><a5>det var bl.a veldig,fornybar*
doc_7715,305,305,for gr<c3><b8>nn omstilling P<c3><a5> Vestlandet har vi maritime,fornybare,n<c3><a6>ringer CCS sj<c3><b8>mat havvind prosessindustri og ogs<c3><a5> m<c3><b8>belindustri,fornybar*
doc_7724,224,224,kamp om energien framover uansett om den er,fornybar,Den elektriske energien er verdifull Det blir kamp,fornybar*
doc_7768,415,415,fordi all energiproduksjon har omkostninger og behovet for,fornybar,kraft vil bli enormt om vi fortsetter i,fornybar*
doc_7780,6,6,Ruth Grung A Tilgang p<c3><a5>,fornybar,energi er et av de viktigste tiltakene for,fornybar*
doc_7780,153,153,seg og eksisterende vil gj<c3><b8>re om til mer,fornybar,energi,fornybar*
doc_7810,93,93,kan komme i konflikt med viktige fiskeriinteresser en,fornybar,evigvarende ressurs hvis den forvaltes p<c3><a5> riktig m<c3><a5>te,fornybar*
doc_7829,5347,5347,vannkraft m<c3><a5> behandles p<c3><a5> lik linje med annen,fornybar,energi Kommisjonen tok s<c3><a5> initiativ til et nytt,fornybar*
doc_7854,28,28,forrige uke fikk v<c3><a5>r aller f<c3><b8>rste investering i,fornybar,energi i s<c3><a5>kalt unotert infrastruktur Endelig <e2><80><93> jeg,fornybar*
doc_7857,183,183,er det bl.a gr<c3><b8>nne bioressurser store utmarksarealer og,fornybar,energi for alle som er blant de viktige,fornybar*
doc_7871,103,103,at pensjonsfondet kan bidra til <c3><a5> finansiere nye,fornybar,infrastrukturprosjekter framover,fornybar*
doc_7872,19,19,<c3><a5> h<c3><b8>re at statsministeren ser at risikoen p<c3><a5>,fornybar,er lavere og at l<c3><b8>nnsomheten er h<c3><b8>yere Da,fornybar*
doc_7874,1928,1928,i Men selv om overgangen fra fossile til,fornybare,energikilder g<c3><a5>r raskere enn sp<c3><a5>dd inntil nylig preger,fornybar*
doc_7917,43,43,front i en global energiomlegging fra fossile til,fornybare,kilder Utviklingen g<c3><a5>r stadig fortere og den skaper,fornybar*
doc_7918,133,133,meningsl<c3><b8>st at vi skal bruke enorme mengder med,fornybar,kraft p<c3><a5> fastlandet og sende dette ut til,fornybar*
doc_7925,126,126,og det handler om nettkapasitet og tilgang p<c3><a5>,fornybar,kraft Da er mitt sp<c3><b8>rsm<c3><a5>l egentlig veldig enkelt,fornybar*
doc_7926,34,34,at det var viktig <c3><a5> se nett og,fornybar,energiproduksjon i en sammenheng nettopp for <c3><a5> sikre,fornybar*
doc_7926,48,48,for <c3><a5> sikre at industrien har tilgang p<c3><a5>,fornybar,energi Men den gangen var statsr<c3><a5>den posisjonspolitiker i,fornybar*
doc_7943,204,204,me er over p<c3><a5> energieffektive og fullt ut,fornybare,fart<c3><b8>y Men <e2><80><93> kanskje viktigast <e2><80><93> meldinga seier,fornybar*
doc_8013,104,104,beskriver <c2><ab> en voldsom p<c3><a5>gang av prosjekter innen,fornybar,energi globalt og oljeprosjekter p<c3><a5> norsk sokkel <c2><bb>,fornybar*
doc_8027,82,82,viktig <c3><a5> tenke p<c3><a5> fiskerin<c3><a6>ringen som en evig,fornybar,n<c3><a6>ring <e2><80><93> hvis vi forvalter den rett og,fornybar*
doc_8038,444,444,lykkes med langsiktige og l<c3><b8>nnsomme investeringer i bl.a,fornybarsektoren,Derfor m<c3><a5> vi heie p<c3><a5> v<c3><a5>r viktigste n<c3><a6>ring,fornybar*
doc_8039,347,347,bruke fossilt karbon til <c3><a5> bruke gr<c3><b8>nt og,fornybart,karbon det at vi s<c3><b8>rger for en kraftfull,fornybar*
doc_8048,345,345,Verdens <c3><b8>konomi er i ferd med <c3><a5> bli,fornybar,sirkul<c3><a6>r og b<c3><a6>rekraftig Det er utelukkende positivt men,fornybar*
doc_8054,118,118,Norge har en enest<c3><a5>ende mulighet til <c3><a5> foredle,fornybare,naturressurser Ekte gr<c3><b8>nne n<c3><a6>ringer foredler prim<c3><a6>rn<c3><a6>ringenes produkter enten,fornybar*
doc_8070,42,42,sikter til er bl.a hva som skjer innen,fornybar,sektor og hva som skjer innen klima Det,fornybar*
doc_8078,68,68,elbiler imot elektrifisering av samfunnet imot utbygging av,fornybar,energi Jeg registrerer at det til en viss,fornybar*
doc_8078,105,105,energidepartementet og lagt til rette for utbygging av,fornybar,energi Det er positivt for at vi skal,fornybar*
doc_8081,91,91,nye arbeidsplasser verdiskaping og ny industrireising knyttet til,fornybare,ressurser og gr<c3><b8>nt karbon Senterpartiet har foresl<c3><a5>tt et,fornybar*
doc_8081,140,140,nettopp for <c3><a5> f<c3><a5> kraft i satsingen p<c3><a5>,fornybare,l<c3><b8>sninger og verdikjeder i Fastlands-Norge,fornybar*
doc_8105,70,70,sp<c3><b8>rsm<c3><a5>l i rett tid B<c3><b8>r me bruka v<c3><a5>r,fornybare,kraft til <c3><a5> elektrifisera sokkelen eller skal me,fornybar*
doc_8105,123,123,p<c3><a5> kraft her i Noreg Me produserer meir,fornybar,energi enn me treng Dette kraftoverskotet vil me,fornybar*
doc_8106,64,64,utvikle ny teknologi og videreutvikle leverand<c3><b8>rindustrien Ettersp<c3><b8>rselen etter,fornybar,energi har <c3><b8>kt raskere enn forventet Elektrifisering er,fornybar*
doc_8106,213,213,st<c3><b8>rst mulig grad skje med havvind eller annen,fornybar,energi som blir utviklet uten at det g<c3><a5>r,fornybar*
doc_8106,288,288,posisjonere norsk leverand<c3><b8>rindustri innen havvind og sikre nok,fornybar,kraft til b<c3><a5>de transportsektoren landbasert industri og overgangen,fornybar*
doc_8108,266,266,av sokkelen transportsektoren landbruk etablert industri og ny,fornybar,industri m.m Det tilsvarer if<c3><b8>lge prognoser fra ekspertene,fornybar*
doc_8109,151,151,erstatte de sterkt forurensende gasskraftverkene p<c3><a5> sokkelen med,fornybar,og utslippsfri kraft Elektrifisering av sokkelen m<c3><a5> brukes,fornybar*
doc_8110,97,97,Situasjonen er at vi har en stor mengde,fornybar,kraft i dag som er til overs <e2><80><93>,fornybar*
doc_8110,146,146,p<c3><a5> store muligheter til <c3><a5> produsere enda mer,fornybar,Vi kan bruke mer bioenergi til oppvarming og,fornybar*
doc_8115,209,209,ca TWh energi kor pluss minus pst er,fornybart,<e2><80><93> resten er fossil Dette skal ein snu,fornybar*
doc_8119,51,51,det er en enorm <c3><b8>kning i ettersp<c3><b8>rselen etter,fornybar,energi Og s<c3><a5> er det visse omr<c3><a5>der hvor,fornybar*
doc_8119,147,147,det er hensiktsmessig der vi har overskudd av,fornybar,kraft elektrifiserer den delen av sokkelen som ligger,fornybar*
doc_8119,200,200,stedene for vi erkjenner at vi trenger mer,fornybar,energi Vi ser at spesielt n<c3><a5>r det gjelder,fornybar*
doc_8122,133,133,mest mulig produksjon basert p<c3><a5> havvind eller annen,fornybar,energi som produseres ute til havs,fornybar*
doc_8123,146,146,mulig grad skal skje med havvind eller annen,fornybar,str<c3><b8>m produsert p<c3><a5> sokkelen balansert med kraft fra,fornybar*
doc_8126,49,49,m<c3><b8>llen n<c3><a5>r det gjelder den begrensede ressursen som,fornybar,energi er blitt og Arbeiderpartiet er opptatt av,fornybar*
doc_8126,116,116,vi f<c3><a5>r en <c3><a5>pen prosess om prioritering av,fornybare,ressurser,fornybar*
doc_8136,250,250,m<c3><a5>te Det er en raskt <c3><b8>kende ettersp<c3><b8>rsel etter,fornybar,energi og det gj<c3><b8>r at behovet for nettutbygging,fornybar*
doc_8137,41,41,land som har gode ressursar n<c3><a5>r det gjeld,fornybar,energi Sj<c3><b8>lv om me har store ambisjonar for,fornybar*
doc_8137,101,101,For det er ikkje n<c3><b8>dvendigvis slik at dei,fornybare,kraftressursane er der behovet for kraft oppst<c3><a5>r Vi,fornybar*
doc_8150,215,215,tidligere statsr<c3><a5>der og som kjent er USA og,fornybar,energi allerede skilt ut som egne rapporteringssegment mens,fornybar*
doc_8157,147,147,kan f<c3><a5> dette til <c3><a5> bli en evig,fornybar,n<c3><a6>ring Da m<c3><a5> det av og til v<c3><a6>re,fornybar*
doc_8195,263,263,havet og p<c3><a5> land og ikke minst i,fornybar,energiproduksjon Det er derfor viktig <c3><a5> utvikle et,fornybar*
doc_8242,400,400,norsk industri tilgang p<c3><a5> billig str<c3><b8>m fra ren,fornybar,kraft ogs<c3><a5> i framtiden,fornybar*
doc_8243,430,430,planlagt er i ferd med <c3><a5> bli helt,fornybart,og da vil man ha perioder med tiln<c3><a6>rmet,fornybar*
doc_8244,216,216,ikke gambler med framtiden for en potensielt evig,fornybar,ressurs Vi <c3><b8>nsker ogs<c3><a5> <c3><a5> ruste opp vannkraftverkene,fornybar*
doc_8244,294,294,landet v<c3><a5>rt som ogs<c3><a5> vil v<c3><a6>re gr<c3><b8>nn og,fornybar,Til slutt Det er interessant at n<c3><a5>r man,fornybar*
doc_8248,181,181,jo at Nord-Tyskland er blitt ekstremt mye mer,fornybart,i sitt kraftsystem og derfor er det bildet,fornybar*
doc_8249,71,71,ser vi samtidig at det blir stadig mer,fornybar,energiproduksjon ogs<c3><a5> p<c3><a5> kontinentet og jeg mener at,fornybar*
doc_8250,61,61,er noe av det som skjer i et,fornybart,kraftsystem Men jeg vil over til et litt,fornybar*
doc_8251,139,139,mer om produksjon Framtidens produksjonsindustri m<c3><a5> bygge p<c3><a5>,fornybare,prinsipper men med kjent teknologi og kompetanse Og,fornybar*
doc_8254,286,286,l<c3><b8>sninger i andre sektorer Vi ser det innen,fornybar,energi vi ser det innen havbruk helseteknologi og,fornybar*
doc_8259,71,71,ha enorm betydning for <c3><a5> kunne tilf<c3><b8>re nok,fornybar,kraft til aluminiumsverket Alcoas aluminiumsverk er hj<c3><b8>rnesteinsbedriften i,fornybar*
doc_8271,62,62,vi ikke f<c3><a5>tt det til Vi trenger mer,fornybar,energi vi m<c3><a5> bruke ressursene mer effektivt og,fornybar*
doc_8273,319,319,valgte fylkeskommunen <c3><a5> g<c3><a5> over til bruk av,fornybar,biodiesel p<c3><a5> de fleste av sine busser Men,fornybar*
doc_8281,130,130,biogass vil v<c3><a6>re en viktig del av den,fornybare,l<c3><b8>sningen framover Samtidig eksporterer vi omtrent pst av,fornybar*
doc_8284,287,287,trenger til livsopphold Gjennom naturlige prosesser fotosyntesen produseres,fornybare,naturressurser i havet i skogen og p<c3><a5> jorda,fornybar*
doc_8287,303,303,enten det er hav eller land produserer mer,fornybart,karbon gjennom fotosyntesen b<c3><a5>de til lands og til,fornybar*
doc_8291,120,120,legger ogs<c3><a5> til grunn en omfattende teknologiutvikling innenfor,fornybar,energi og energieffektivisering Store deler av scenarioets utslippsreduksjoner,fornybar*
doc_8299,136,136,inn over oss bl.a veksten som kreves i,fornybar,for <c3><a5> komme dit Det er jo det,fornybar*
doc_8299,167,167,energi fordi man har f<c3><a5>tt den veksten i,fornybar,F<c3><a5>r man ikke det vil ogs<c3><a5> behovet for,fornybar*
doc_8312,397,397,da ein skal erstatte alt som ikkje er,fornybart,i ulike industrielle prosessar med noko som er,fornybar*
doc_8312,406,406,i ulike industrielle prosessar med noko som er,fornybart,s<c3><a5> er ein i gang med det biologiske,fornybar*
doc_8315,108,108,mange arbeidsplasser <c3><a5> leve av ut fra de,fornybare,naturressursene og ikke v<c3><a6>re s<c3><a5> avhengige av bare,fornybar*
doc_8318,242,242,drive et b<c3><a6>rekraftig jordbruk basert p<c3><a5> lokale og,fornybare,ressurser Vi har store utmarksressurser god dyrehelse og,fornybar*
doc_8347,256,256,at vi skal ha en massiv utbygging av,fornybar,energi Tidligere i dag voterte vi over en,fornybar*
doc_8347,306,306,f<c3><a5> elektrifisert verden trenger vi massiv bygging av,fornybar,energi Vi trenger ogs<c3><a5> mer fornybar energi i,fornybar*
doc_8347,312,312,bygging av fornybar energi Vi trenger ogs<c3><a5> mer,fornybar,energi i Norge De andre forslagene handler om,fornybar*
doc_8361,184,184,og at ein treng betydeleg st<c3><b8>rre utbygging av,fornybar,energi Og det er sj<c3><b8>lvsagt eit interessant scenario,fornybar*
doc_8380,146,146,opplyst at dei ser p<c3><a5> ulike finansieringskjelder til,fornybar,energi <c3><b2>g utanfor bistandsbudsjettet Kva tid ein kjem,fornybar*
doc_8382,241,241,Dette gjelder b<c3><a5>de multilaterale kanaler Norfunds investeringer i,fornybar,energi og en omfattende klima og skogsatsing i,fornybar*
doc_8382,289,289,tilf<c3><b8>rt Norfund i ny forvaltningskapital der investeringer i,fornybar,energi skal utgj<c3><b8>re omtrent halvparten av tilf<c3><b8>rt kapital,fornybar*
doc_8383,143,143,<c3><a5> opprette et nytt klimafond for investeringer i,fornybar,energi i utviklingsland med store utslipp og da,fornybar*
doc_8383,256,256,kanaler Norfunds investeringer som ble nevnt her i,fornybar,energi og en omfattende klima og skogsatsing er,fornybar*
doc_8383,307,307,halvparten av det skal g<c3><a5> til investering i,fornybar,energi Den totale portef<c3><b8>ljen til Norfund er i,fornybar*
doc_8401,398,398,det vi har gjort i Norden Tilgang p<c3><a5>,fornybar,energi er helt avgj<c3><b8>rende i skiftet s<c3><a5> her,fornybar*
doc_8437,289,289,det som er ikkje-fornybart med det som er,fornybart,for p<c3><a5> fleire viktige omr<c3><a5>de begynner det <c3><a5>,fornybar*
doc_8437,328,328,erstattar innsatsfaktorar som i dag er ikkje-fornybare med,fornybare,innsatsfaktorar som f.eks at ein bruker lignin til,fornybar*
doc_8447,287,287,og g<c3><a5> fra ikke-fornybar produksjon av varer til,fornybar,produksjon og samtidig bidra til <c3><b8>kt karbonbinding Det,fornybar*
doc_8496,281,281,f<c3><a5> en produksjon og en foredling av v<c3><a5>re,fornybare,naturressurser innenfor fisk innenfor annen mat og innenfor,fornybar*
doc_8508,82,82,<c3><a5> v<c3><a6>re drevet med basis i de nye,fornybare,n<c3><a6>ringene I en slik omstilling er finansmarkedene avgj<c3><b8>rende,fornybar*
doc_8508,325,325,ikke er til ugunst for viktige investeringer i,fornybare,n<c3><a6>ringer i Norge slik som f.eks vannkraften og,fornybar*
doc_8508,365,365,fortsatt ikke slik at vannkraften likebehandles med andre,fornybare,teknologier og energikilder Det er problematisk Gjennom pandemien,fornybar*
doc_8509,17,17,og omstille <c3><b8>konomien trengs det store investeringer i,fornybar,energi infrastruktur og nye n<c3><a6>ringer Vi vet at,fornybar*
doc_8509,314,314,kunne bidra med l<c3><a5>n og potensiell egenkapital til,fornybare,prosjekter bedrifter i fastlandsindustrien og oppstartselskaper og gr<c3><bc>ndere,fornybar*
doc_8552,55,55,i merknadene forventer bedre forsyningssikkerhet bedre integrering av,fornybar,energi i kraftsystemet mer velfungerende markeder og effektiv,fornybar*
doc_8553,80,80,settes i stand til <c3><a5> ta imot mer,fornybar,energi Forordningene gjelder praktiske viktige sp<c3><b8>rsm<c3><a5>l som m<c3><a5>,fornybar*
doc_8553,115,115,vil bidra til styrket forsyningssikkerhet bedre integrering av,fornybar,energi i kraftsystemet og mer velfungerende kraftmarked i,fornybar*
doc_8555,43,43,er det tilgangen til billig energi fra ren,fornybar,vannkraft som er det avgj<c3><b8>rende fortrinnet for <c3><a5>,fornybar*
doc_8556,114,114,som vi ogs<c3><a5> f<c3><a5>r annen type energi og,fornybar,energi inn i det norske energisystemet Jeg f<c3><b8>ler,fornybar*
doc_8628,230,230,politiske prioriteringer <e2><80><93> til <c3><a5> bli et b<c3><a6>rekraftig,fornybart,samfunn De skal alts<c3><a5> l<c3><b8>fte Norge gjennom en,fornybar*
doc_8629,2232,2232,til eit nytt fond som skal investere i,fornybar,energi i utviklingsland med m<c3><a5>l om <c3><a5> bidra,fornybar*
doc_8629,6338,6338,EUs gassforbruk og bidreg i overgangen til eit,fornybart,l<c3><a5>gutsleppssamfunn i Europa Det er felt i produksjon,fornybar*
doc_8630,3691,3691,et nytt klimainvesteringsfond som skal utl<c3><b8>se investeringer i,fornybar,energi i utviklingsland Til sammen utgj<c3><b8>r det mrd,fornybar*
doc_8631,554,554,m<c3><a5> vi sikre at norske naturressurser herunder rimelig,fornybar,kraft forblir et konkurransefortrinn for norsk industri Nye,fornybar*
doc_8631,611,611,i stadig st<c3><b8>rre grad produkter med lavt klimaavtrykk,Fornybar,energi er et omr<c3><a5>de hvor norske industrimilj<c3><b8>er har,fornybar*
doc_8631,1312,1312,i b<c3><a6>rekraftige n<c3><a6>ringer og gr<c3><b8>nne verdikjeder basert p<c3><a5>,fornybare,ressurser i Norge Klimagassutslippene fra transportsektoren skal reduseres,fornybar*
doc_8631,1520,1520,nettleie styrkede forbrukerrettigheter og <c3><b8>kt produksjon av norsk,fornybar,kraft I boligpolitikken skal regjeringen utvide Husbankens samfunnsoppdrag,fornybar*
doc_8634,935,935,skal gis en s<c3><a6>rstilling er derfor positivt Rimelig,fornybar,kraft m<c3><a5> ogs<c3><a5> forbli et konkurransefortrinn Derfor skal,fornybar*
doc_8645,447,447,til omlegging og teknologiskifte til lav og nullutslippsl<c3><b8>sninger,Fornybar,kraft skal v<c3><a6>re et fortrinn for norsk industri,fornybar*
doc_8645,577,577,vi klarer <c3><a5> veksle inn fossil energibruk med,fornybar,energi som et av de viktigste klimatiltakene vi,fornybar*
doc_8645,616,616,kan klare <c3><a5> g<c3><a5> fra fossil energibruk til,fornybar,energibruk Vi vil kutte klimagassutslipp og legge til,fornybar*
doc_8647,372,372,rammebetingelser og at norske naturressurser herunder f.eks rimelig,fornybar,kraft forblir et konkurransefortrinn for norsk industri Jeg,fornybar*
doc_8651,136,136,f<c3><a5>tt nok et konkurransefortrinn nemlig at den er,fornybar,Det betyr selvsagt at vi skal elektrifisere samfunnet,fornybar*
doc_8651,166,166,fra en olje og gassdrevet <c3><b8>konomi til en,fornybar,<c3><b8>konomi der markedet ettersp<c3><b8>r lavest mulig utslipp i,fornybar*
doc_8659,405,405,velferdsordninger styrkes og v<c3><a5>re begrensede ressurser verdsettes bedre,Fornybar,energi og fornybare verdikjeder er avgj<c3><b8>rende for at,fornybar*
doc_8659,408,408,v<c3><a5>re begrensede ressurser verdsettes bedre Fornybar energi og,fornybare,verdikjeder er avgj<c3><b8>rende for at vi skal n<c3><a5>,fornybar*
doc_8664,560,560,med det potensialet Norge har som verdensledende p<c3><a5>,fornybar,energi og teknologi I regjeringserkl<c3><a6>ringen er det en,fornybar*
doc_8668,144,144,de naturgitte fordelene vi har bygge ut mer,fornybar,energi til havs legge til rette for oppgradering,fornybar*
doc_8668,819,819,mrd kr som skal bidra til investeringer i,fornybar,energi i utviklingsland Det er helt uklart om,fornybar*
doc_8670,638,638,ned utslippene og g<c3><a5> over til en mer,fornybar,<c3><b8>konomi s<c3><b8>rge for at vi g<c3><a5>r over i,fornybar*
doc_8671,197,197,skal omstille og f<c3><a5> til en overgang til,fornybarsamfunnet,Endelig har vi f<c3><a5>tt en regjering som stiller,fornybar*
doc_8681,293,293,bedre rammebetingelser og at norske naturressurser som rimelig,fornybar,kraft forblir et konkurransefortrinn for norsk industri Etter,fornybar*
doc_8682,144,144,v<c3><a5>re naturressurser i Norge s<c3><b8>rge for at norsk,fornybar,kraft forblir et konkurransefortrinn for norsk industri og,fornybar*
doc_8716,35,35,slik omstilling kommer til <c3><a5> kreve bl.a mye,fornybar,energi Jeg forst<c3><a5>r at R<c3><b8>dt vil kutte sterkt,fornybar*
doc_8720,28,28,klimabl<c3><b8>ffen som ligger i <c3><a5> skulle sende ren,fornybar,str<c3><b8>m ut til elektrifisering av oljeplattformene v<c3><a5>re For,fornybar*
doc_8725,20,20,og f<c3><a5> til rettferdig og inkluderende omstilling til,fornybarsamfunnet,er vi n<c3><b8>dt til <c3><a5> ha flere tanker,fornybar*
doc_8727,40,40,helt vesentlig n<c3><a5> n<c3><a5>r man skal satse p<c3><a5>,fornybare,n<c3><a6>ringer Vi legger opp til en aktiv n<c3><a6>ringspolitikk,fornybar*
doc_8731,85,85,satse kraftig p<c3><a5> havvind fordi vi trenger mer,fornybar,energi men ogs<c3><a5> fordi vi kan bygge opp,fornybar*
doc_8741,93,93,sier at vi <c3><b8>nsker <c3><a5> bygge ut mer,fornybar,kraft Vi varsler at vi <c3><b8>nsker <c3><a5> bruke,fornybar*
doc_8745,86,86,Da m<c3><a5> vi bruke naturressursene v<c3><a5>re ikke minst,fornybar,energi til <c3><a5> underst<c3><b8>tte og legge til rette,fornybar*
doc_8748,27,27,s<c3><a5>nn som handler om at vi skal gj<c3><b8>re,fornybar,kraft tilgjengelig for omstillingen av Norge men ogs<c3><a5>,fornybar*
doc_8763,69,69,alts<c3><a5> f.eks <c3><a5> komme i gang med mer,fornybar,energi Der har vi i Hurdalsplattformen lagt s<c3><a6>rlig,fornybar*
doc_8772,1892,1892,st<c3><b8>rste utslippene enten det handler om utvikling av,fornybare,energiressurser i utviklingsland s<c3><a5> man kan hoppe over,fornybar*
doc_8774,42,42,god utnyttelse av v<c3><a5>re konkurransefortrinn stabil og rimelig,fornybar,energi la grunnlaget for etablering av mange industrieventyr,fornybar*
doc_8774,73,73,<c3><a5>r skusles derimot v<c3><a5>rt konkurransefortrinn med rimelig ren,fornybar,kraft bort Istedenfor <c3><a5> bruke kraften til ny,fornybar*
doc_8774,251,251,innen klima og milj<c3><b8> Vi har allerede pst,fornybar,kraftproduksjon V<c3><a5>r totale energimiks med transport og alt,fornybar*
doc_8774,269,269,blant verdens beste med i underkant av pst,fornybar,energi selv om v<c3><a5>rt langstrakte flotte land er,fornybar*
doc_8777,170,170,ettersp<c3><b8>r konkrete klimatiltak <c3><85> bruke skogen og andre,fornybare,energikilder skape nye og lengre verdikjeder samt flere,fornybar*
doc_8784,120,120,vil vi foresl<c3><a5> <c3><a5> bygge ut langt mer,fornybar,energi bl.a ved <c3><a5> gi konsesjoner for flere,fornybar*
doc_8786,325,325,p<c3><a5> omr<c3><a5>der som karbonfangst havvind hydrogen og andre,fornybare,n<c3><a6>ringer Vi skal innf<c3><b8>re konkrete m<c3><a5>l for utslippskutt,fornybar*
