docname,from,to,pre,keyword,post,pattern
doc_5288,273,273,kom i gang med v<c3><a5>r egen satsing p<c3><a5>,karbonfangst,og lagring Det kan virke som om H<c3><b8>yre,karbonfangst*
doc_5289,125,125,at denne regjeringen <c3><b8>ker CO avgiften satser p<c3><a5>,karbonfangst,og lagring og gj<c3><b8>r rekordinvesteringer i tog buss,karbonfangst*
doc_5290,450,450,Vi held oppe trykket for <c3><a5> f<c3><a5> til,karbonfangst,og lagring Oppsummert trur eg det blir god,karbonfangst*
doc_5355,132,132,med i Utvalget for et b<c3><a6>rekraftig Norden er,karbonfangst,og lagring Som vi kjenner til fra debatten,karbonfangst*
doc_5355,216,216,viktigste regionen den viktigste klyngen for <c3><a5> utvikle,karbonfangst,og lagringsteknologi og en hel verdikjede i Europa,karbonfangst*
doc_5375,41,41,et annet tema som er vel s<c3><a5> stort,Karbonfangst,og lagring vil kunne bli en sv<c3><a6>rt viktig,karbonfangst*
doc_5375,119,119,er ett <c3><a5>r senere enn forventet og for,karbonfangstprosjektene,p<c3><a5> Klemetsrud her i Oslo og p<c3><a5> Norcem,karbonfangst*
doc_5375,146,146,usikkerhet enn n<c3><b8>dvendig Jeg er klar over at,karbonfangstprosjektene,tilligger olje og energiministeren men karbonfangst er utvilsomt,karbonfangst*
doc_5375,152,152,over at karbonfangstprosjektene tilligger olje og energiministeren men,karbonfangst,er utvilsomt et av de viktigste industripolitiske tiltakene,karbonfangst*
doc_5375,181,181,industriens klare forventning om at endelig avklaring om,karbonfangst,m<c3><a5> skje som f<c3><b8>rst forutsatt i l<c3><b8>pet av,karbonfangst*
doc_5376,25,25,det faktisk er bred enighet om i Stortinget,Karbonfangst,og lagring er et stort viktig klimaprosjekt Det,karbonfangst*
doc_5376,112,112,<e2><80><93> med statsbudsjettet for <e2><80><93> er jo at,karbonfangst,og lagring prosjektene som er der fortsetter i,karbonfangst*
doc_5389,139,139,hele Norge tar og de store prosjektene som,karbonfangst,og lagring er det som skal ta oss,karbonfangst*
doc_5403,242,242,h<c3><b8>ykompetente deler av norsk n<c3><a6>ringsliv Innenfor offshore vindkraft,karbonfangst,og lagring og en helelektrifisering av samfunnet kan,karbonfangst*
doc_5403,255,255,helelektrifisering av samfunnet kan vi gj<c3><b8>re mye Men,karbonfangst,og lagring offshore vindkraft og helelektrifisering av Norge,karbonfangst*
doc_5412,432,432,ser vi dette og innenfor flytende havvind og,karbonfangst,og lagring er det Norge som er i,karbonfangst*
doc_5537,106,106,det er <c3><a5> ligge helt i front p<c3><a5>,karbonfangst,og lagring eller nytenkning innenfor norsk industri <e2><80><93>,karbonfangst*
doc_5582,299,299,at i den totale klimautfordringen verden har er,karbonfangst,og lagring en vesentlig del av l<c3><b8>sningen for,karbonfangst*
doc_5590,805,805,n<c3><a6>ringstransport Det bevilges mer enn mill kr til,karbonfangst,og lagring i CO avgiften g<c3><a5>r opp pst,karbonfangst*
doc_5591,642,642,p<c3><a5> nytt Vi har en sterk satsing p<c3><a5>,karbonfangst,og lagring hvor vi mener at Norge m<c3><a5>,karbonfangst*
doc_5593,569,569,vi sier hjemme Regjeringen har stor tro p<c3><a5>,karbonfangst,og lagring og det store mulighetsrommet dette kan,karbonfangst*
doc_5593,676,676,skal sikre at vi skal lykkes b<c3><a5>de med,karbonfangst,og lagring og med havvind,karbonfangst*
doc_5594,495,495,ren energi Skogen er naturens eget system for,karbonfangst,og lagring og b<c3><b8>r brukes mer aktivt i,karbonfangst*
doc_5597,563,563,hurtigladestasjoner for elbil bare i styrke satsingen p<c3><a5>,karbonfangst,og lagring opprette et s<c3><a5>rt tiltrengt klimafond for,karbonfangst*
doc_5601,359,359,og n<c3><a6>ringsutvikling samtidig som me er med p<c3><a5>,karbonfangst,og lagring som gjer at me har st<c3><b8>rre,karbonfangst*
doc_5622,115,115,verkt<c3><b8>y for <c3><a5> n<c3><a5> m<c3><a5>lene i Parisavtalen er,karbonfangst,og lagring Jeg registrerer at det har stort,karbonfangst*
doc_5632,16,16,p<c3><a5> havet Vi har store satsinger innenfor havvind,karbonfangst,og lagring havbruk og selvf<c3><b8>lgelig v<c3><a5>r viktigste n<c3><a6>ring,karbonfangst*
doc_5710,69,69,opp de sterke kompetansemilj<c3><b8>ene vi har knyttet til,karbonfangst,La meg bare presisere Jeg roser Trondheim de,karbonfangst*
doc_5710,118,118,blitt verdens fremste forskningssenter p<c3><a5> omr<c3><a5>det som gjelder,karbonfangst,Men de har bare avtale ut august neste,karbonfangst*
doc_5978,68,68,og sj<c3><b8>transport anleggsmaskiner avfallsh<c3><a5>ndtering og i arbeidet med,karbonfangst,og lagring Kommunene kan ogs<c3><a5> bidra til utslippskutt,karbonfangst*
doc_6047,197,197,vilk<c3><a5>ra p<c3><a5> plass til <c3><a5> byggje anlegg for,karbonfangst,og lagring ville det kunne gitt mellom og,karbonfangst*
doc_6053,43,43,som flytande havvind openbert vil f<c3><a5> og som,karbonfangst,og lagring openbert vil ha Og ikkje minst,karbonfangst*
doc_6177,536,536,regjeringen m<c3><a5> komme tilbake med en investeringsbeslutning for,karbonfangst,og lagring i statsbudsjettet for og utrede karbonfangst,karbonfangst*
doc_6177,544,544,karbonfangst og lagring i statsbudsjettet for og utrede,karbonfangst,ved forbrenningsanleggene i Trondheim Bergen og Stavanger Dette,karbonfangst*
doc_6178,527,527,p<c3><a5> sikt er f.eks <c3><a5> f<c3><a5> p<c3><a5> plass,karbonfangst,og lagring for alle store punktutslipp starte kartlegging,karbonfangst*
doc_6180,178,178,utfordring som er klimakrisen Vi skal satse p<c3><a5>,karbonfangst,og lagring gr<c3><b8>nn skipsfart og andre industrielle prosjekter,karbonfangst*
doc_6238,605,605,en framtidig sirkul<c3><a6>r<c3><b8>konomi og hvis vi lykkes med,karbonfangst,og lagring og hydrogensatsing ville vi ogs<c3><a5> ha,karbonfangst*
doc_6238,626,626,<c3><a5> konvertere norsk gass til ren hydrogen gjennom,karbonfangst,Derfor har vi alts<c3><a5> fra v<c3><a5>r side <e2><80><93>,karbonfangst*
doc_6242,148,148,Samtidig g<c3><a5>r vi foran n<c3><a5>r det gjelder elektrifisering,karbonfangst,og lagring og p<c3><a5> ettersp<c3><b8>rselssida ser en n<c3><a5>,karbonfangst*
doc_6242,278,278,men vi g<c3><a5>r ogs<c3><a5> foran n<c3><a5>r det gjelder,karbonfangst,og lagring Vi har ogs<c3><a5> muligheter innenfor hydrogen,karbonfangst*
doc_6257,351,351,vi putter p<c3><a5> mye penger for <c3><a5> utvikle,karbonfangst,og lagring og skaper med det ogs<c3><a5> en,karbonfangst*
doc_6387,319,319,disse gr<c3><b8>nne prosjektene enten det gjelder havvind eller,karbonfangst,og lagring er en dr<c3><a5>pe i havet n<c3><a5>r,karbonfangst*
doc_6388,332,332,Vi trenger selvf<c3><b8>lgelig olje og gass vi trenger,karbonfangst,og lagring vi trenger havvind og vi trenger,karbonfangst*
doc_6389,580,580,som peker framover <e2><80><93> innenfor gr<c3><b8>nn skipsfart hydrogeninfrastruktur,karbonfangst,for <c3><a5> nevne noe Sammen har fellesskapet stilt,karbonfangst*
doc_6401,713,713,produsere s<c3><a5>kalt bl<c3><a5> hydrogen fra konvertert hydrogengass via,karbonfangst,og lagring og gr<c3><b8>nn hydrogen som er fra,karbonfangst*
doc_6501,179,179,komme tilbake til f<c3><b8>r sommeren Vi har selvf<c3><b8>lgelig,karbonfangst,og lagringsprosjektene S<c3><a5> det er mange viktige prosjekter,karbonfangst*
doc_6513,87,87,investeringer De mest kjente har kommet langt bl.a,karbonfangst,og lagring og havvind Kan statsr<c3><a5>den bekrefte at,karbonfangst*
doc_6513,102,102,bekrefte at investeringer rundt disse nye n<c3><a6>ringene som,karbonfangst,og lagring eller havvind ikke p<c3><a5> noen m<c3><a5>te,karbonfangst*
doc_6514,138,138,Tord Lien Terje S<c3><b8>viknes og Kjell-B<c3><b8>rge Freiberg om,karbonfangst,og lagring gjorde vi enorme fremskritt Det er,karbonfangst*
doc_6549,185,185,faktisk den virkelig velfungerende og kjente teknologien for,karbonfangst,og lagring og det ligger store mengder karbon,karbonfangst*
doc_6589,384,384,norske utviklingen av ny teknologi <e2><80><93> innen havvind,karbonfangst,osv Jeg har stor tiltro til at de,karbonfangst*
doc_6590,708,708,som ligger i innstillingen n<c3><a5>r det gjelder b<c3><a5>de,karbonfangst,og lagring plugging av br<c3><b8>nner m<c3><a5>l for utslippskutt,karbonfangst*
doc_6591,479,479,industrieventyret Vi kunne ha sikret raskere framdrift for,karbonfangst,som b<c3><a5>de NHO og LO ber om Vi,karbonfangst*
doc_6613,185,185,vi vil ha en satsing p<c3><a5> flytende havvind,karbonfangst,og lagring p<c3><a5> <c3><a5> ta i bruk og,karbonfangst*
doc_6616,117,117,han er for satsing p<c3><a5> gr<c3><b8>nn skipsfart hydrogen,karbonfangst,og lagring Jeg m<c3><a5> si at jeg ikke,karbonfangst*
doc_6616,227,227,p<c3><a5> hydrogenstrategien har nettopp kommet offensivt arbeid p<c3><a5>,karbonfangst,og lagring osv osv <e2><80><93> dette er deler,karbonfangst*
doc_6618,150,150,havvind <e2><80><93> mrd kr i st<c3><b8>tte i fjor,Karbonfangst,og lagring jobbes det med Det kan ikke,karbonfangst*
doc_6655,344,344,forslaget om <c3><a5> sette i gang utredning av,karbonfangst,for forbrenningsanlegget i Kristiansand samt Borg CO i,karbonfangst*
doc_6768,633,633,an Vi vil ha fortgang i realiseringen av,karbonfangst,og lagring og utbygging av havvind Vi vil,karbonfangst*
doc_6771,633,633,man kunne p<c3><a5> fortgang i ettersp<c3><b8>rsel etter havvind,karbonfangst,og lagring elektrifisering av ferger skip og sjarker,karbonfangst*
doc_6776,539,539,trenger og samtidig skaper muligheter for norsk industri,karbonfangst,og lagring havvind gr<c3><b8>nne prosjekter til verftsindustrien hydrogen,karbonfangst*
doc_6788,174,174,ut av mindre Vi holder full framdrift p<c3><a5>,karbonfangst,og lagring og satser tungt p<c3><a5> gr<c3><b8>nn skipsfart,karbonfangst*
doc_6790,82,82,<c3><a5>r enige om en investering for de to,karbonfangstanleggene,i Oslo og Brevik i forbindelse med statsbudsjettet,karbonfangst*
doc_6790,126,126,regjeringens vilje <c3><a5> til <c3><a5> satse p<c3><a5> begge,karbonfangstanleggene,De som st<c3><a5>r bak har blitt bedt om,karbonfangst*
doc_6848,1254,1254,jobber og klimal<c3><b8>sningene som verden trenger f.eks innen,karbonfangst,og lagring hydrogen havvind og gr<c3><b8>nn skipsfart Men,karbonfangst*
doc_6852,1104,1104,budsjettforslaget for ligg det inne ei gigantsatsing p<c3><a5>,karbonfangst,og lagring Dette kan vera noko av det,karbonfangst*
doc_6854,431,431,ikke lenger er m<c3><a5>ten en redder jobber p<c3><a5>,Karbonfangst,og lagring derimot skaper jobber og tar verden,karbonfangst*
doc_6854,478,478,oppvarming til grader Regjeringen sier likevel nei til,karbonfangst,og lagring p<c3><a5> Klemetsrud med mindre Oslo-befolkningen klarer,karbonfangst*
doc_6859,836,836,ta ei leiarrolle i det internasjonale arbeidet med,karbonfangst,og lagring Vi samarbeider med nabolanda v<c3><a5>re om,karbonfangst*
doc_6874,427,427,bygger opp gr<c3><b8>nn skipsfart at vi satser p<c3><a5>,karbonfangst,og lagring og alle disse nye mulighetene som,karbonfangst*
doc_6874,465,465,<c3><b8>nsker velkommen regjeringens satsing p<c3><a5> langskip p<c3><a5> fullskala,karbonfangst,transport og lagring Jeg skulle gjerne sett at,karbonfangst*
doc_6874,560,560,bli en av h<c3><b8>stens viktigste debatter her om,karbonfangst,og lagring er at dette er ikke bare,karbonfangst*
doc_6877,525,525,har valgt <c3><a5> satse i Vestfold og Telemark,Karbonfangst,og lagring vil redusere utslipp det vil skape,karbonfangst*
doc_6878,367,367,arbeidsplasser i norsk industri gjennom realisering av Langskip-prosjektet,Karbonfangst,og lagring er et de viktigste tiltakene vi,karbonfangst*
doc_6892,15,15,klar regjeringa har talt og Industri-Noreg tek utfordringa,karbonfangst,transport og lagring CCS er heilt n<c3><b8>dvendig for,karbonfangst*
doc_6894,53,53,FNs klimapanel og Det internasjonale energibyr<c3><a5>et mener at,karbonfangst,er en forutsetning for <c3><a5> redusere de globale,karbonfangst*
doc_6894,204,204,betydelige gassressurser igjen Ved <c3><a5> koble naturgass til,karbonfangst,kan vi dekarbonisere gassen og produsere bl<c3><a5>tt hydrogen,karbonfangst*
doc_6894,335,335,Norge mulighet til <c3><a5> sikre framtidig verdiskaping med,karbonfangst,s<c3><b8>rge for at naturgassen fortsatt vil gi store,karbonfangst*
doc_6904,170,170,omr<c3><a5>de etter omr<c3><a5>de gr<c3><b8>nn skipsfart og n<c3><a5> ogs<c3><a5>,karbonfangst,og lagring,karbonfangst*
doc_6924,101,101,voldsomt til store investeringer i gr<c3><b8>nt <e2><80><93> til,karbonfangst,og lagring gr<c3><b8>nn skipsbygging og havvind som vi,karbonfangst*
doc_6946,158,158,Samtidig vil ettersp<c3><b8>rselen etter hydrogen elektrisitet fra havvind,karbonfangst,og lagring g<c3><a5> opp Er vi posisjonert for,karbonfangst*
doc_6964,201,201,p<c3><a5> fornybar energi eller energi der karbon gjennom,karbonfangst,og lagring forsvarleg skal leggjast ned att i,karbonfangst*
doc_6965,153,153,ogs<c3><a5> jeg gleder meg derfor over satsingen p<c3><a5>,karbonfangst,og lagring som er lekket til mediene og,karbonfangst*
doc_6965,269,269,endringer gj<c3><b8>res parallelt med en stor satsing p<c3><a5>,karbonfangst,og lagring N<c3><a5>r samferdselsministeren varsler at tilskuddet til,karbonfangst*
doc_6968,471,471,til gagns n<c3><a5>r vi n<c3><a5> g<c3><a5>r inn for,karbonfangst,og lagring med Langskip Dette er en god,karbonfangst*
doc_6970,28,28,av oss hadde venta p<c3><a5> Regjeringa satsar p<c3><a5>,karbonfangst,og lagring CCS p<c3><a5> Norcem i Brevik <c3><85>revis,karbonfangst*
doc_6970,208,208,dekkje omtrent to tredelar av kostnadene i prosjektet,Karbonfangst,og lagring vil redusere utslepp skape jobbar gjere,karbonfangst*
doc_6970,234,234,industri blir sikra gode rammevilk<c3><a5>r Me veit at,karbonfangst,og lagring er heilt n<c3><b8>dvendig for at Europa,karbonfangst*
doc_6983,143,143,utslippene som at regjeringen har vendt ryggen til,karbonfangstprosjektet,p<c3><a5> Klemetsrud nylig eller at n<c3><a5>r jeg bes<c3><b8>ker,karbonfangst*
doc_6986,59,59,skog ikke var klare Men vi er for,karbonfangst,og lagring S<c3><a5> hvis Elvestuen skal framheve de,karbonfangst*
doc_6991,18,18,m<c3><a5> mangedobles Vi trenger en storstilt satsing p<c3><a5>,karbonfangst,og lagring Likevel overlater regjeringen delfinansiering av karbonfangstanlegget,karbonfangst*
doc_6991,26,26,karbonfangst og lagring Likevel overlater regjeringen delfinansiering av,karbonfangstanlegget,p<c3><a5> Klemetsrud til andre Det blir ikke noe,karbonfangst*
doc_6998,308,308,konsekvensene av klimaendringene Da er vi glad for,karbonfangst,men vi er alts<c3><a5> fem <c3><a5>r for sent,karbonfangst*
doc_7001,258,258,som gj<c3><b8>res er altfor stort mrd kr til,karbonfangst,og lagring <e2><80><93> endelig etter sju <c3><a5>r <e2><80><93>,karbonfangst*
doc_7026,225,225,er avgj<c3><b8>rende hvis vi skal lykkes med havvind,karbonfangst,og lagring bl<c3><a5>tt hydrogen havmineraler og hvis vi,karbonfangst*
doc_7035,619,619,kroppen og nordisk satsing p<c3><a5> naturlige l<c3><b8>sninger for,karbonfangst,og lagring for <c3><a5> nevne noen Diskusjon rundt,karbonfangst*
doc_7037,199,199,de store satsingene i EUs gr<c3><b8>nne giv ogs<c3><a5>,Karbonfangst,og lagring er et av de store eksemplene,karbonfangst*
doc_7037,250,250,dette og finske Fortum er ogs<c3><a5> ledende p<c3><a5>,karbonfangstsida,p<c3><a5> avfall Men biomasse er ogs<c3><a5> en stor,karbonfangst*
doc_7066,117,117,at regjeringa no g<c3><a5>r inn med milliardinvesteringar i,karbonfangst,og lagring ved nettopp Norcems anlegg i Brevik,karbonfangst*
doc_7115,190,190,<c3><a5> bidra med EU ser til Noreg p<c3><a5>,karbonfangst,og lagring der Langskip skal f<c3><a5> p<c3><a5> plass,karbonfangst*
doc_7134,1157,1157,har r<c3><a5>d til <c3><a5> bruke mrd kr p<c3><a5>,karbonfangst,gjennom prosjektet Langskip <e2><80><93> noen hevder sluttregningen kan,karbonfangst*
doc_7135,190,190,av Europa Det er for sm<c3><a5> ambisjoner for,karbonfangst,og lagring i det budsjettet som er lagt,karbonfangst*
doc_7142,410,410,Langskip-prosjektet et prosjekt for teknologiutvikling og infrastruktur til,karbonfangst,og lagring Det er den st<c3><b8>rste industrisatsingen vi,karbonfangst*
doc_7144,276,276,etablering av nye bedrifter nye gr<c3><b8>nne virksomheter og,karbonfangst,og lagring Men det vi har sett i,karbonfangst*
doc_7147,114,114,Her kan me visa til Noregs arbeid innanfor,karbonfangst,og lagring der Langskip skal f<c3><a5> p<c3><a5> plass,karbonfangst*
doc_7252,61,61,betydelege utsleppskutt som vil bidra til <c3><a5> realisere,karbonfangst,og lagring Det er den st<c3><b8>rste klimainvesteringa i,karbonfangst*
doc_7253,148,148,problemstillingar som gjeld vindkraft som gjeld investeringar i,karbonfangst,og lagring som gjeld investeringar i nullutslepps supplyskip,karbonfangst*
doc_7260,134,134,vi no er einige om nemleg <c3><a5> gjennomf<c3><b8>re,karbonfangst,og lagring Det er eit ganske dyrt klimatiltak,karbonfangst*
doc_7266,114,114,og milj<c3><b8>grepa som ligg i dette budsjettet <e2><80><93>,karbonfangst,og lagring rekordstor jernbanesatsing stor satsing p<c3><a5> kollektivtransport,karbonfangst*
doc_7435,46,46,som redusert oljeutvinning redusert kj<c3><b8>ttforbruk sterkere satsing p<c3><a5>,karbonfangst,og lagring havvind og annen gr<c3><b8>nn industri Ikke,karbonfangst*
doc_7455,70,70,er en enstemmig komit<c3><a9> som sl<c3><a5>r fast at,karbonfangst,og lagring er avgj<c3><b8>rende for <c3><a5> begrense de,karbonfangst*
doc_7455,193,193,eksportere verdensledende fangstteknologi Norge er allerede verdensledende innen,karbonfangst,P<c3><a5> sokkelen har akt<c3><b8>rer drevet med fangst og,karbonfangst*
doc_7456,27,27,ta neste skritt i den lange sagaen om,karbonfangst,og lagring i Norge Norge tok p<c3><a5> seg,karbonfangst*
doc_7456,175,175,eller for den saks skyld til grader utenom,karbonfangst,og lagring De alternativene som finnes er betydelig,karbonfangst*
doc_7456,197,197,i folks liv enn om man lykkes med,karbonfangst,og lagring S<c3><a5> dette er rett og slett,karbonfangst*
doc_7456,227,227,for som saksordf<c3><b8>reren gjorde godt rede for vil,karbonfangst,og lagring v<c3><a6>re knyttet til mange av de,karbonfangst*
doc_7457,395,395,<c3><a5> v<c3><a6>re med p<c3><a5> <c3><a5> sikre fullfinansiering av,karbonfangst,ved Fortum Oslo Varmes anlegg Jeg tar med,karbonfangst*
doc_7458,235,235,norsk side uavhengig av regjeringer jobbet for at,karbonfangst,og lagring skal v<c3><a6>re en del av EUs,karbonfangst*
doc_7458,249,249,del av EUs innovasjonsfond og finansiering N<c3><a5> er,karbonfangst,og lagring tilbake p<c3><a5> lista over innovasjonsprosjekter I,karbonfangst*
doc_7460,22,22,veit er det avgjerande at vi lykkast med,karbonfangst,og lagring viss vi skal n<c3><a5> dei internasjonale,karbonfangst*
doc_7462,11,11,A Som flere har v<c3><a6>rt inne p<c3><a5> m<c3><a5>,karbonfangst,til for <c3><a5> n<c3><a5> klimam<c3><a5>lene Det er f<c3><a5>,karbonfangst*
doc_7462,209,209,hvordan karbonprisen vil utvikle seg konkurranse fra andre,karbonfangstteknologier,eller andre alternative l<c3><b8>sninger og ikke minst verdens,karbonfangst*
doc_7465,156,156,grader er vi n<c3><b8>dt til <c3><a5> ha omfattende,karbonfangst,og lagring Karbonfangst og lagring er teknologi som,karbonfangst*
doc_7465,159,159,n<c3><b8>dt til <c3><a5> ha omfattende karbonfangst og lagring,Karbonfangst,og lagring er teknologi som if<c3><b8>lge Det internasjonale,karbonfangst*
doc_7465,195,195,<c3><b8>ke eksporten i dette tilfellet av norsk klimateknologi,Karbonfangst,og lagring er en ny teknologi som verden,karbonfangst*
doc_7465,237,237,n<c3><a6>rmeste <c3><a5>rene kutte utslipp raskt Da trenger vi,karbonfangst,og lagring Jeg kom inn p<c3><a5> Stortinget i,karbonfangst*
doc_7466,115,115,bruker s<c3><a5> mye tid p<c3><a5> <c3><a5> latterliggj<c3><b8>re Stoltenberg-regjeringens,karbonfangstanlegg,har jeg lyst til <c3><a5> minne om at,karbonfangst*
doc_7466,405,405,del av det globale kunnskapsgrunnlaget som har videreutviklet,karbonfangst,og lagring Apollo kom ikke til m<c3><a5>nen Apollo,karbonfangst*
doc_7467,191,191,Skuffende at Regjeringen ikke g<c3><a5>r videre med fullskala,karbonfangst,ved avfallsanlegget p<c3><a5> Klemetsrud <e2><80><a6> <c2><bb> Den september,karbonfangst*
doc_7467,340,340,han <c2><ab> Vi har en sterk satsing p<c3><a5>,karbonfangst,og lagring hvor vi mener at Norge m<c3><a5>,karbonfangst*
doc_7470,170,170,<c3><a9>n ting i seks m<c3><a5>neder n<c3><a5>r det gjelder,karbonfangst,og lagring og da er det umulig <c3><a5>,karbonfangst*
doc_7472,136,136,s<c3><b8>rge for at vi i framtiden kan f<c3><a5>,karbonfangst,og lagring p<c3><a5> mange flere avfallsanlegg For det,karbonfangst*
doc_7472,159,159,kan man p<c3><a5> sikt tenke seg alternativer til,karbonfangst,og lagring men avfall vil vi alltid ha,karbonfangst*
doc_7472,207,207,er regjeringens strategi p<c3><a5> sikt for avfallsdelen av,karbonfangst,og lagring,karbonfangst*
doc_7473,110,110,slags strategi har regjeringen for <c3><a5> f<c3><a5> til,karbonfangst,og lagring knyttet til gassproduksjon slik at vi,karbonfangst*
doc_7475,165,165,med p<c3><a5> det som skjer n<c3><a5>r det gjelder,karbonfangst,og lagring For det som kommer til <c3><a5>,karbonfangst*
doc_7535,123,123,verdiskaping og <c3><b8>kte eksportinntekter fra fornybar energi bio<c3><b8>konomi,karbonfangst,og lagring og hydrogen Olje og gassn<c3><a6>ringen st<c3><a5>r,karbonfangst*
doc_7543,241,241,<e2><80><93> petroleumsbransjen investerer store bel<c3><b8>p i nye teknologier,karbonfangst,karbonlagring havvind osv har ikke det noe <c3><a5>,karbonfangst*
doc_7551,145,145,bl.a ved <c3><a5> bruke milliarder p<c3><a5> <c3><a5> utvikle,karbonfangst,og lagring som kommer til <c3><a5> v<c3><a6>re kjempeviktig,karbonfangst*
doc_7597,49,49,som f.eks presenteres her tas ikke de store,karbonfangst,og lagringspengene vi har lagt inn med for,karbonfangst*
doc_7597,69,69,budsjettpenger Det ligger jo en storsatsing p<c3><a5> nettopp,karbonfangst,i statsbudsjettet for innev<c3><a6>rende <c3><a5>r men det er,karbonfangst*
doc_7604,94,94,realisert mange store prosjekter I tillegg har vi,karbonfangst,og lagring som ligger i statsbudsjettet Det er,karbonfangst*
doc_7760,590,590,den historiske avtalen med jordbruket historisk satsing p<c3><a5>,karbonfangst,og lagring h<c3><b8>yere pris p<c3><a5> utslipp for petron<c3><a6>ringen,karbonfangst*
doc_7764,471,471,f<c3><a5>tt til en langt mer offensiv satsing p<c3><a5>,karbonfangst,og lagring p<c3><a5> langt flere anlegg enn det,karbonfangst*
doc_7765,592,592,biodrivstoff p<c3><a5> tanken vil ogs<c3><a5> redusere utslippene ytterligere,Karbonfangst,og lagring har vi ogs<c3><a5> f<c3><a5>tt til i,karbonfangst*
doc_7765,633,633,over milliardene vi skal bruke p<c3><a5> <c3><a5> utvikle,karbonfangst,og lagring de neste <c3><a5>rene i Norge Det,karbonfangst*
doc_7769,793,793,gjennomf<c3><b8>re mange tiltak i <c3><a5>ra framover mange investeringar,karbonfangst,og lagring forsking og innovasjon Og det er,karbonfangst*
doc_7771,272,272,skifte hvor vi satser p<c3><a5> havvind og hydrogen,karbonfangst,og lagring bioindustri batteriindustri og p<c3><a5> <c3><a5> bli,karbonfangst*
doc_7797,112,112,for <c3><a5> f<c3><a5> p<c3><a5> plass et anlegg for,karbonfangst,og lagring for avfall p<c3><a5> Klemetsrud som resten,karbonfangst*
doc_7818,120,120,til Kva vil det gjere med investeringslysta p<c3><a5>,karbonfangst,og lagring Det er eg uroleg for Men,karbonfangst*
doc_7824,226,226,klimaomstilling i jordbruket eg trur dei er for,karbonfangst,og lagring og det er ogs<c3><a5> regjeringa,karbonfangst*
doc_7829,1441,1441,P<c3><a5> omr<c3><a5>der som elektrifisering av transport gr<c3><b8>nn skipsfart,karbonfangst,og lagring hydrogen og havvind har Norge ettertraktet,karbonfangst*
doc_7829,5248,5248,ivareta norske interesser for bl.a havvind hydrogen og,karbonfangst,og lagring Regjeringa vil videreutvikle energisamarbeidet med v<c3><a5>re,karbonfangst*
doc_7860,125,125,kan s<c3><b8>rge for at vi f<c3><a5>r fart p<c3><a5>,karbonfangst,og lagring batteriindustri hydrogenindustri bioindustri <e2><80><93> alle de,karbonfangst*
doc_8041,143,143,for <c3><a5> n<c3><a5> sine m<c3><a5>l Regjeringens satsing p<c3><a5>,karbonfangst,og lagring med Langskip er et av disse,karbonfangst*
doc_8059,217,217,<e2><80><93> at de vil ha en satsing p<c3><a5>,karbonfangst,og lagring Til det er det bare <c3><a5>,karbonfangst*
doc_8062,136,136,Sylvi Listhaug som er imot CO avgift mot,karbonfangst,og lagring og mot gode kollektivprosjekter i storbyene,karbonfangst*
doc_8083,81,81,klimapanel fordi det har veldig optimistiske anslag for,karbonfangst,og lagring som jo er avhengig av politisk,karbonfangst*
doc_8112,421,421,noen omr<c3><a5>der Vi sitter p<c3><a5> mulighetene Flytende havvind,karbonfangst,og lagring hydrogen <e2><80><93> veldig mange av de,karbonfangst*
doc_8123,277,277,De sier at det ikke skjer noe p<c3><a5>,karbonfangst,og lagring Senest i Dagsavisen i dag var,karbonfangst*
doc_8123,297,297,hvor man p<c3><a5>st<c3><a5>r at regjeringen er passiv i,karbonfangst,og lagring <e2><80><93> noe denne regjeringen alts<c3><a5> planlegger,karbonfangst*
doc_8124,128,128,som n<c3><a5> er lyst ut De bidro til,karbonfangst,og lagring og de bidro ogs<c3><a5> til at,karbonfangst*
doc_8183,46,46,p<c3><a5> er nettopp et klimaprosjekt Det handler om,karbonfangst,og lagring og det har et enormt potensial,karbonfangst*
doc_8209,108,108,knyter seg til havet anten det er havvind,karbonfangst,og lagring variantar av utviklinga av framtidig skipsfart,karbonfangst*
doc_8356,190,190,Denne regjeringen har levert over mrd kr til,karbonfangst,og lagring Det er omtrent s<c3><a5> n<c3><a6>rt man,karbonfangst*
doc_8356,206,206,man kommer en global ledestjerne n<c3><a5>r det gjelder,karbonfangst,og lagring som et helhetlig prosjekt Ingen andre,karbonfangst*
doc_8450,77,77,har g<c3><a5>tt i front for <c3><a5> f<c3><a5> til,karbonfangst,og lagring Over mrd kr skal vi bruke,karbonfangst*
doc_8450,379,379,har v<c3><a6>rt med p<c3><a5> <c3><a5> f<c3><a5> p<c3><a5> plass,karbonfangst,og lagring Vi har g<c3><a5>tt i front i,karbonfangst*
doc_8452,111,111,m<c3><a5>tte f<c3><a5> p<c3><a5> plass et troverdig prosjekt for,karbonfangst,og <e2><80><93> lagring Der klarte ikke de r<c3><b8>d-gr<c3><b8>nne,karbonfangst*
doc_8456,254,254,hadde det Vi ville ha satset mer p<c3><a5>,karbonfangst,og lagring p<c3><a5> langt flere anlegg Men hva,karbonfangst*
doc_8458,313,313,inn i de nye n<c3><a6>ringene Vi snakker om,karbonfangst,og lagring og vi snakker om hydrogen havvindm<c3><b8>ller,karbonfangst*
