session_label,party,speaker_name,speech_type,speech_text
2020<e2><80><93>21,Unknown,Utenriksminister Ine Eriksen Søreide,Hovedinnlegg,"Utenriksminister Ine Eriksen Søreide [11:29:44]: Norge har en lang og god tradisjon for kunnskapsbasert forvaltning av havområdene våre, og senest i juni i fjor fastsatte Stortinget helhetlige rammer for virksomheten til havs gjennom å vedta oppdaterte forvaltningsplaner for alle havområdene våre. Det er en sånn tilnærming som har gjort det mulig å drive trygg og sikker virksomhet i alle våre havområder der vi i dag tillater den type virksomhet, og disse hovedlinjene har det vært og er bred enighet om politisk her i Stortinget. Det er de naturgitte forholdene på stedet som har og bør ha betydning for hvilken næringsvirksomhet som er forsvarlig å ha i et havområde. Golfstrømmen gjør f.eks. at det i norsk del av Barentshavet er helt andre naturforhold og klimatiske forhold enn i havområder tilsvarende langt nord i andre land, inkludert i USA. På den måten er Norge forskjellig fra de fleste andre arktiske land. Cirka 9 pst. av befolkningen vår bor i Arktis. Vi har næringsvirksomhet, aktivitet og åpne hav. Vi har en helt annen situasjon, og forholdene i den sørlige delen av Barentshavet ligner mer på forholdene i de andre norske havområdene enn f.eks. havområdene tilsvarende langt nord i USA. Nasjonalt kom president Biden allerede 20. januar i år med en såkalt «executive order» som gjennomførte et midlertidig moratorium på olje og gass i Arctic National Wildlife Refuge i Alaska. Arctic National Wildlife Refuge er et stort verneområde på North Slope i Alaska, som grenser mot Canada. Det har vært dragkamp om å åpne deler av verneområdet for olje- og gassvirksomhet i flere tiår. President Trump satte i gang en åpningsprosess, og det er da forventet at president Biden reverserer dette, om enn midlertidig. Mens det sørlige Barentshavet er åpent hele året, er den nordlige delen dekket av sjøis deler av året. Her er det i forvaltningsplanene satt en grense for petroleumsvirksomhet der det forekommer sjøis mer enn 15 pst. av tida i april. Norge er det eneste landet i Arktis som i dag har satt en sånn grense. I den sørlige delen av Barentshavet har det vært drevet petroleumsvirksomhet i 40 år. Det er i denne perioden boret over 150 letebrønner og det er bygd ut felt på en sikker måte. Norge setter pris på den gode dialogen vi har med USA, om både energi og klima, og vi ser på USA som en nær og god partner for samarbeid og dialog. Samtidig er det Stortinget som bestemmer hvor vi skal ha petroleumsvirksomhet i Norge, sånn Stortinget gjorde ved åpningen av Barentshavet sørøst i 2013, og da de tok stilling til forvaltningsplanen for norske havområder før sommeren i fjor. Norge har en god tradisjon for at det er våre folkevalgte som tar beslutninger basert på en sterkest mulig kunnskapsinnhenting, og det kommer vi til å fortsette med."
2021<e2><80><93>22,SV,Torgeir Knag Fylkesnes,Hovedinnlegg,"Torgeir Knag Fylkesnes (SV) [14:17:16]: Vi har mykje å diskutere for tida. Det finst utfordringar på nesten alle samfunnsområde for augeblikket. Utgangspunktet for SVs næringspolitikk er at vi har eit stort felles problem vi må løyse. Vi må omstille norsk økonomi til klima og natur. I løpet av denne stortingsperioden vi er inne i no, må vi raskt ta igjen den tapte tida under dei blå, dei tapte åra, og kome på banen med store, nasjonale næringsprosjekt som sørgjer for overgang frå ein fossil og petroleumsavhengig økonomi til ein grøn økonomi. I SVs alternative statsbudsjett foreslår vi satsingar innan bl.a. flytande havvind, grøn maritim industri, hydrogen, batteriproduksjon, bioindustri, karbonfangst og -lagring – ein serie nasjonale satsingsområde der vi gjennom både direkte rammevilkår for å løfte industriane og indirekte, gjennom statleg eigarengasjement og verkemiddel, løftar område vi har særskilte føresetnader til faktisk å lukkast på. Det handlar om at det er næringar som er løfterike for nasjonen Noreg – vi har naturførekomstar som gjer at vi kan lukkast – men også at vi har kompetanse. Vi har arbeidskraft som i dag er knytt til petroleum, og som kan brukast på dei nye områda. Det går som hand i hanske i dette nye skiftet vi skal gjennom. Det er ikkje små satsingar vi legg opp til. Samla føreslår vi i vårt alternative statsbudsjett over 60 mrd. kr i satsingar for grøn omstilling – rubbel og bit. Det høyrest kanskje mykje ut, i nokon andre sine budsjett vil det vere enormt, men det er ikkje større enn det må vere. Det er nøkternt i forhold til dei utfordringane vi står overfor. I etterkant av dette har vi fått på plass ein avtale med regjeringspartia som vi er godt fornøgde med, og som tar viktige steg i den retninga der. Større hydrogensatsingar, som i dag blei lansert, kom ut av avtalen og ut i verkelegheita. Det skal etablerast eit eige Bionova, som blir sentralt i ei bioøkonomisatsing, som kjem til å bli eit kjempeviktig felt for oss framover. Når det gjeld karbonfangst og -lagring, er det satsing innanfor renovasjon, men også innanfor prosjekt som er av endå større skala. Det er klimaavtale for petroleumsnæringa, utgreiing av eit omstillingsfond for flytande havvind, grøn innretning på eksportfinans, ei eiga låneordning på grøn skipsfart og satsing på grøn innovasjon og forsking, berre for å nemne nokre av dei tiltaka vi har fått på plass saman med regjeringspartia. Det byrjar å bli eit bra tempo på omstillinga. Samtidig handlar omstilling om mykje meir enn berre å omstille oss bort frå petroleum, for å seie det sånn. Det handlar om å ta i bruk dei enorme naturressursane vi har, på ein berekraftig måte. Vi har enorme naturressursar som nasjon, kanskje blant dei største naturressursane i heile Europa, med eit enormt hav, skog, land. Desse ressursane ligg spreidde. Derfor må vi også bu spreidd skal vi ta desse ressursane i bruk. Det er nokon som trur at framtida ligg i å bu meir konsentrert, at spreidd busetjing høyrde til fortida, ei eller anna historiebok. Det er feil. I framtida må vi snu sentraliseringsutviklinga, folk må bu meir spreidd. Det er den einaste måten vi kan ta i bruk dei enorme naturressursane vi har i vårt land, på. Det er framtida, når alt som i dag er ikkje-fornybart, skal erstattast med fornybart. Da må det snuast. Kompetansen som i dag er i fjellbygder, langs fjordar og i skogane, er gullet i dette skiftet. Livskraftige fiskevær, bygder og distrikt er derfor ein føresetnad for å lukkast. Å snu utviklinga ligg også til grunn for vår næringspolitikk. Vårt mantra for dei tradisjonelle naturressursnæringane er å ta havet tilbake og jorda i bruk. Det handlar om nettopp det å snu utviklinga med sentralisering av ikkje berre rettar til å fiske, men også konsentrasjon av kvotar innanfor jordbruket, spreie det, ta jorda i bruk og gi liv til ulike samfunn langs kysten, som på ein måte er ryggraden i den norske kystkulturen, som i dag forvitrar. Så er det ein sentral føresetnad for oss at det må vere eit rettferdig grønt skifte. Eit rettferdig grønt skifte inneber at folk skal kome betre ut. Det skal bli ei meir rettferdig fordeling av makt og rikdom i det grøne skiftet. Det trur vi fører til eit godt liv i landet, men vi trur også det er ein føresetnad viss vi skal lukkast. Vi skal gjere store, kollektive løft, og da må folk kome betre ut av det enn før. Dei skal ikkje ta heile kostnaden, slik enkelte på høgresida latar til å tru er mogleg."
2017<e2><80><93>18,KrF,Tore Storehaug (KrF),Hovedinnlegg,"Tore Storehaug (KrF) [17:54:53]: La meg begynne med å takke saksordføraren for eit godt framlegg og ikkje minst for eit godt samarbeid. Petroleumsindustrien har vore viktig for Noreg over mange år, og norsk petroleumsnæring har gjeve eit høgt velstandsnivå og bidratt til stor kompetanseutvikling og industriutvikling. Samtidig skal vi ta inn over oss at norsk petroleumsnæring òg bidrar til CO 2 -utslepp, både under produksjon og når det vi faktisk hentar ut, blir forbrunne. Parisavtalen og den internasjonale semja om at utslepp av klimagassar må ned – ein må halde seg under den globale temperaturauken på 2 grader, helst 1,5 grad – vil få innverknad på korleis vi driv på norsk sokkel. Tidlegare var eit referansepunkt i debatten «peak oil» og uroa for at verda kunne gå tom for olje og gass. No handlar den uroa heller om «stranded assets», eller at vi har ressursar som vi må la liggje. Det er viktig for oss som skal leggje rammevilkåra i desse meldingane, og i det arbeidet som Stortinget driv med, å regulere aktiviteten på norsk sokkel. Fornybar energiproduksjon har styrkt lønsemda betydeleg dei siste åra. Sjølv om fornybar energiproduksjon framleis berre har ein liten marknadsdel om ein samanliknar med fossil energi, er det naturleg å anta at han vil styrkje seg ganske mykje når behovet for subsidiar fell vekk og strengare utsleppskrav blir innførte. Offshore olje og gass har hovudvekta av investeringane sine i fyrste fase av levetida til feltet, mens inntektene kjem gjennom heile levetida. Offshore-utbyggingane er difor ekstra sårbare for permanente endringar i marknadsforholda. Klimarisikoen på prosjekta på norsk sokkel må difor vektleggjast tyngre i åra framover. Skatteregimet på norsk sokkel er investeringsvenleg og avvik i så måte frå resten av skattesystemet, der ein prøver å oppnå ein slags nøytralitet. Det har vore viktig for å realisere verdiane på norsk kontinentalsokkel å byggje norsk petroleumskompetanse, men det er grunn til å stille spørsmål ved om dette er riktig i ei tid der vi går ein auka klimarisiko i møte. All den tid staten tek ein betydeleg del av risikoen ved utbyggingar, er dette eit både økonomisk og klimapolitisk spørsmål som staten bør meine noko om. Føreseielege vilkår og låg politisk risiko har vore ein viktig konkurransefordel på norsk sokkel. Eventuelle endringar i petroleumsskattesystemet må gjennomførast på ein fagleg forsvarleg måte, og det må skje på ein måte der det òg er ei retning på det vi gjer. Petroleumsførekomstane skal kome landet til gode. Dette har vore eit berande prinsipp heilt frå starten, då regelverket for norsk sokkel blei lagt fast. Det er eit viktig prinsipp for Kristeleg Folkeparti, som meiner at samfunnsøkonomisk lønsemd skal liggje til grunn for nye utbyggingar. Eg må kome inn på Johan Castberg-feltet, som er grunnlaget for den proposisjonen vi i dag skal behandle. Eg merkar meg at det har vore veldig store lokale forventningar til ringverknadene Johan Castberg-feltet skulle gje. Dessverre møter ikkje det vi har på bordet i dag, heilt desse forventningane. Sterk oppslutning i folket har vore ein føresetnad for norsk oljeutvinning. Difor må produksjonen kome fellesskapet til gode gjennom arbeidsplassar og styrking av dei lokalsamfunna vi har rundt omkring i heile landet vårt. Folk som bur i Finnmark, skal dra nytte av oljeproduksjonen som skjer i deira eigen region. Eg er glad for at ein mogleg ilandføringsterminal enno skal takast med i vurderingane viss det kjem fleire felt i produksjon som kan gje det nødvendige volumet og økonomi i prosjektet. Det er òg bra at nedskalerte løysingar skal greiast skikkeleg ut. Dette handlar om å ta behovet for lokale ringverknader på alvor."
2018<e2><80><93>19,Statsr<c3><a5>d,Statsråd Kjell-Børge Freiberg,Hovedinnlegg,"Statsråd Kjell-Børge Freiberg [10:59:28]: Representanten viser til debatten og engasjementet som er rundt petroleumsnæringen, og jeg kan bekrefte at det merker også olje- og energiministeren. Hvis vi ser på dagens overskrifter, ser vi at det også gjelder Norge. Det er også en påminnelse om debatten som pågår – viktigheten av forutsigbare og stabile rammebetingelser. Til spørsmålet fra representanten. Det er sånn at den statlige eierskapspolitikken utøves i henhold til den rolle- og ansvarsfordelingen som er mellom aksjonærer, styre og ledelse, slik det framgår av selskapslovgivningen og innenfor rammen av allment anerkjente prinsipper for eierstyring og selskapsledelse. Av dette følger at staten som eier i Equinor ikke involverer seg i forretningsmessige beslutninger som selskapet tar. Det er styret og ledelsens ansvar, og dette gjelder også for Equinors aktivitet i Australia. Så kan jeg si at regjeringen har forventet at selskaper der staten er på eiersiden, er i fremste rekke når det gjelder å ta klima- og miljøhensyn der de driver. Videre forutsetter jeg at Equinors aktiviteter i Australia finner sted i tråd med nasjonale og lokale lover og retningslinjer som er gjeldende for Australia."
2018<e2><80><93>19,A,Nils Kristen Sandtrøen,Hovedinnlegg,"Nils Kristen Sandtrøen (A) [10:29:55]: Dette er en gladsak, og det er utrolig morsomt at vi kan få til ny politikk sammen i en tid som er krevende på mange fronter. Landet vårt er bygd opp gjennom en aktiv næringspolitikk på mange felter: havet, kysten, jordbruket og ikke minst en aktiv industritenkning som har vært særlig framtredende etter annen verdenskrig. Det er veldig framtidsrettet å ta med seg det beste av kunnskapen fra dem som har bygd landet vårt før, inn i den tiden vi lever i, når vi bl.a. skal kunne takle og forhindre en katastrofe med tanke på klimaendringene. Er det ett område der Norge virkelig kan bidra, er det nettopp innen det maritime for å sørge for at verden får tilgang til det beste av ny og ren teknologi. Industripolitikken fra denne salen for å bruke naturressursene og den kompetansen som finnes i industrien i Norge, vil være et av de viktigste bidragene til en framtidsrettet utvikling i verden, samtidig som vi forteller historien om hvordan dette går hånd i hånd med en velferdsstat som også fordeler verdiene. Vi trenger løft framover. Den 7. september kom det nye tall fra SSB. De tallene viste dessverre at utviklingen i industriproduksjonen i Norge nå er veldig svak. Fra mai til juli økte industriproduksjonen i Norge med kun 0,4 pst. – kun 0,4 pst. Vi vet at investeringene i ny industri og framtidsrettet virksomhet i Norge må bli mye høyere de neste årene. I Sverige er man nå oppe på det nivået som man var før finanskrisen, mens vi ligger langt bak i Norge. Det viser at vi trenger flere av den typen strategiske gladsaker som vi har i dag, for å øke investeringene i ny virksomhet og industri i Norge. Det vil avgjøre om vi fortsatt kan skape de verdiene vi trenger. En sak som dette må ses i lys av hvilket arbeidsliv vi ønsker oss i Norge. I vår ble det flertall i Stortinget for å sørge for faste jobber og kutte ut kortsiktig, gammeldags innleie av dårlig betalt arbeidskraft. Og vi vet at er det én ting som er en fordel for industrien i Norge, er det nettopp det at vi har et land med små forskjeller mellom folk, hvor industrien kan få tilgang til topp kvalifisert arbeidskraft. Vi er ofte mer konkurransedyktige her, samtidig som små forskjeller bidrar til å stimulere til å ta i bruk ny teknologi. Torgeir Knag Fylkesnes (SV) [10:33:08]: Eg tenkte eg berre skulle ta ordet til den siste kommentaren til statsråden, som ønskjer å framstille politiske meiningsmotstandarar på ein veldig enkel måte, som om SV meiner at staten skal eige alt. Det finn ein ikkje noko belegg for. Det har aldri SV foreslått nokon gong. Det som har vore SVs linje, er at staten skal involvere seg i ting som er strategisk viktig for nasjonen Noreg. Kva er strategisk viktig for nasjonen Noreg no? Vi kjem til å få ein reduksjon i aktiviteten på petroleumsfeltet anten ein vil det eller ikkje dei neste ti–tjue–tretti åra. Det betyr at inntekta til samfunnet uvegerleg kjem til å gå ned. Altså må vi finne andre bein – andre industriar og næringsgreiner – å stå på. Vi må ha ein aktiv stat for at det skal skje, for det skjer ikkje av seg sjølv. Det er berre å sjå på statistikken til sitjande regjering. Da ser ein at her skjer det faktisk ikkje noko grønt skifte i det heile. Derfor er det bra at ein har gått tungt inn i den maritime og marine delen av Rolls-Royce, for å sikre desse arbeidsplassane på norske hender. Ikkje minst gjer ein noko med Kongsberg Gruppen. Kongsberg Gruppen kjem til å få rolla si endra som følgje av dette. Altså: Den linja som regjeringa lenge har hatt, denne laissezfairepolitikken, er dårleg nasjonal politikk. Det er dårleg næringspolitikk, og det er dårleg politikk i møte med dei utfordringane Noreg står overfor. Det verkar som at det er denne verkelegheita som begynner å dale ned over regjeringa, iallfall i denne enkeltsaka. Så får vi sjå når vi får eigarskapsmeldinga, om verkelegheita har dalt ned også der, om ein no er villig til å forlate den laissezfairelinja som ein har ført så langt."
2019<e2><80><93>20,A,Espen Barth Eide,Hovedinnlegg,"Espen Barth Eide (A) [10:10:38]: Svært mye av det vi lever av her i landet, finner vi under, i eller oppå havet. Desto viktigere er det at vi forvalter våre havområder slik at også kommende generasjoner kan høste av deres rikdom. Havet skal gi oss arbeidsplasser i dag, og det skal gi oss arbeidsplasser i morgen. Havet skal også gi oss mat i dag, og det skal gi oss mat i morgen. Norge har en stolt tradisjon for å vedta helhetlige og økosystembaserte forvaltningsplaner. Disse har som formål å legge til rette for bærekraftig verdiskaping, samtidig som høstingen av havets ressurser skjer på en måte som sikrer miljøverdiene i havområdene. Våre havområder er rike på ressurser, men de er også sårbare. Klimaendringene truer livet i havet – nesten enda mer enn de truer livet på land. Havene blir surere, varmere og mer forurenset, og de mister oksygen. Så langt har havene tatt unna en stor del av karbonutslippene den industrielle tid har tapt, men deres evne til å gjøre det blir etter hvert mettet. Vi går inn i en tid da vi i stadig større grad vil se konsekvensene av globale klimaendringer i våre egne havområder. Samtidig vil en stadig større befolkning trenge proteinene fra havet ettersom landjordas evne til å produsere tilstrekkelig føde også forringes. Jeg er glad for at det i denne sal er bred enighet om at det skal trekkes en absolutt grense for petroleumsvirksomhet nordover, fra og med det området der det er 15 pst. sannsynlighet for is i april. Det var også nå uaktuelt for Arbeiderpartiet å være med på å flytte denne grensen nordover, gitt den kunnskapen vi nå har om iskantsonens natur. Og det er viktig at vi tar inn over oss hva «iskantsonen» egentlig betyr. I naturvitenskapelig forstand beskriver dette begrepet et sammenhengende belte som strekker seg fra åpent hav til isdekket hav – folkelig sagt: fra null is til full is. Hele dette området rommer et unikt økosystem som varer over tid selv om selve isen pulserer nordover og sørover, både innenfor og mellom år. De siste ti årene har gitt oss langt mer kunnskap om dette økosystemets særlige karakter. Tidligere var vi mer opptatt av å finne iskanten, altså hvor den faste isen begynte, og det gjaldt å holde en viss avstand til den. I dag er det helt på sin plass at vi snakker om iskantsonen som hele dette området. Flertallet har etter gode forhandlinger mellom seks partier gjort klart at den faglige innsikten som er frambrakt gjennom arbeidet med denne forvaltningsplanen, representerer nettopp det vi kaller best tilgjengelig kunnskap på det nåværende tidspunkt. Siden hele den faktiske iskantsonen er sårbar, har komiteens flertall vært opptatt av å minne om at føre-var-prinsippet basert på best tilgjengelig kunnskap gjelder for hele dette området, både nord for og sør for den absolutte petroleumsgrensen, slik tilfellet også er i andre norske havområder. Områdene sør for petroleumsgrensen, altså sør for der vi i dag vedtar et SVO, er derfor ikke fritt fram for all aktivitet. Om nye områder her skal åpnes, må det som vanlig legges fram en åpningsmelding for Stortinget, og ved utdeling av lisenser må som vanlig grundige evalueringer og miljøfaglige forhold legges til grunn også her. Det har samtidig vært viktig å sikre en god forutsigbarhet i forvaltningen, ikke minst for alle de næringene som er opptatt av dette området, hvilket også tilsa at man ikke skulle legge nye restriksjoner på allerede tildelte felt, noe som ikke minst oljenæringen er svært opptatt av. Det har i denne saken vært mye snakk om petroleum, og det er en viktig del av diskusjonen, men jeg vil minne om at forvaltningsplanen også gjelder for andre næringer: fiskeri, skipsfart, framtidig bruk av havbunnsmineraler, havvind, havbruk osv. Vi skal både avklare forholdet mellom næringene og naturen og avklare forholdet næringene imellom. Derfor har vi lagt stor vekt på spørsmålet om sameksistens, hvordan man kan ha sunne produktive hav, et grunnlag for bærekraftig forvaltning, som en forutsetning for dagens og morgendagens arbeidsplasser, en skapende økonomi og respekt for naturens særegenheter i dette verdifulle og sårbare området."
2019<e2><80><93>20,Statsr<c3><a5>d,Statsråd Kjell-Børge Freiberg,Hovedinnlegg,"Statsråd Kjell-Børge Freiberg [12:10:57]: Petroleumsnæringen er en viktig næring for Norge. Det er også en viktig distriktsnæring. Det er i det store og hele en viktig næring på mange vis. La meg gi et eksempel på det. Om vi reiser til Brønnøysund og tar helikopteret fra basen der 340 km nordvestover i havet, nord for polarsirkelen, treffer vi Aasta Hansteen-plattformen. Det er verdens største spar-plattform og norsk ingeniørkunst av ypperste klasse, der vi henter gassen på 1 300 meters dyp og fører den i rør i stor nok mengde til å dekke varmebehovet for hver fjerde husstand i Storbritannia. Det har betydning for verdiskaping og sysselsetting ikke bare i Brønnøysund, og ikke bare på forsyningsbasen i Sandnessjøen, men også for klimaet, der gass er med og faser ut kull. Olje- og gassvirksomheten sysselsetter og bidrar til aktivitet over hele landet. Over 170 000 arbeidsplasser er direkte og indirekte knyttet til aktiviteten på norsk sokkel. Disse menneskene bor i hele dette landet. De bor også i min bygd, på Hennes i Vesterålen, og uten denne aktiviteten på norsk sokkel hadde min bygd sett annerledes ut. Og selv om det er spesielt fint på Hennes, er ikke dette spesielt for Hennes – slik er det mange plasser. Petroleumsvirksomheten har vært en bærebjelke for norsk økonomi siden starten av eventyret på begynnelsen av 1970-tallet. Denne næringen har definitivt bygd dette landet. I år er det 50 år siden vi fant Ekofisk-feltet, der det hele startet, som i dag sysselsetter 3 000 mennesker som bor i alle landets fylker, fordelt på 240 forskjellige kommuner. Så fører Johan Sverdrup dette industri- og inntektseventyret videre inn i de neste 50 årene. I driftsfasen er det beregnet at Johan Sverdrup kan sysselsette over 3 400 årsverk per år, og aktiviteten her er betydelig. Ulike leverandørbedrifter i mer enn 80 kommuner over hele landet har f.eks. hatt leveranse til fase 1. Regjeringen foreslår også å bevilge 628 mill. kr til CO 2 -håndtering i 2020. Dette omfatter bl.a. forskning, TCM og fullskalaprosjektet. Regjeringen har fullt trykk på å følge opp ambisjonene, og vi opprettholder framdriften i fullskalaprosjektet. Dette er en stram tidsplan med lite rom for overraskelser, og regjeringen tar derfor fortsatt sikte på en investeringsbeslutning i 2020–2021. Det er avgjørende at demonstrasjonsprosjektet bidrar til kunnskapsspredning og til teknologiutvikling, og da må kostnadene være på et akseptabelt nivå. Vi har god dialog med selskapene, og min løypemelding er dermed at vi følger skjema, og vi bygger stein på stein. Ekstremvær gir større utfordringer. Også i år har vi sett hva slags utfordringer kraftig nedbør kan gi. Regjeringen foreslår å bevilge totalt 505 mill. kr til forebygging av flom- og skredskader over Olje- og energidepartementets budsjett. I tillegg foreslår vi 60 mill. kr til skredsikring på Svalbard og i Longyearbyen over Justisdepartementets budsjett. For å gi økt forutsigbarhet for skredhendelser foreslår vi også for neste år en egen bevilgning på 45 mill. kr til haste- og krisetiltak. Her viser erfaringene at det er viktig å komme raskt i gang, nettopp for å avverge ytterligere skader."
2016<e2><80><93>17,Statsr<c3><a5>d,Statsråd Terje Søviknes,Hovedinnlegg,"Statsråd Terje Søviknes [16:26:48]: Hovedmålet med norsk petroleumspolitikk er å legge til rette for lønnsom produksjon av olje og gass i et langsiktig perspektiv. Rollen som petroleumsprodusent skal kombineres med å være ledende også på miljø- og klimaspørsmål. Vi har vært både dyktige og heldige i Norge. Vi har hatt et bredt politisk flertall som har stilt seg bak petroleumspolitikken gjennom tiår og sikret en ansvarlig forvaltning av våre naturressurser. Det har tjent oss godt, i dag har vi en olje- og gassnæring som er Norges desidert største og viktigste. Virksomheten gir lønnsomme arbeidsplasser over hele landet. Det har bidratt til både næringsutvikling, teknologiutvikling, samfunnsutvikling og finansiering av velferdsutviklingen vår. Den petroleumsvirksomhet vi har på norsk sokkel, skjer under strenge krav til helse, miljø og sikkerhet og ivaretakelse av det ytre miljøet. Ingen petroleumsvirksomhet på norsk sokkel blir gjennomført med mindre den kan utføres på en forsvarlig måte. Det kreves samtykke fra myndighet og myndighetstillatelse for all aktivitet inklusiv leteboring, utbygging, driftsfase og avslutningsfase. Det har i all tid blitt lagt stor vekt på sameksistens også med andre brukere av havet. I områder med særskilt sårbare eller verdifulle miljøverdier kan det stilles ekstra strenge vilkår knyttet til virksomheten, f.eks. tidsavgrensninger når det gjelder seismiske undersøkelser og leteboring i oljeførende lag. Formålet med denne type vilkår er å begrense mulighetene for miljøskade og sikre sameksistens med andre havbaserte næringer. La det ikke være tvil om at regjeringen også er opptatt av å sikre fiskeriinteressene i havområdene utenfor Lofoten, Vesterålen og Senja. I norsk ressursforvaltning står bærekraftig bruk av havets ressurser helt sentralt. All erfaring fra norsk sokkel tilsier at det er fullt mulig både å ha en ansvarlig ressursvirksomhet og å ivareta viktige miljø- og naturhensyn. Disse erfaringene er en kunnskapsbasert forvaltningstradisjon som vi har all grunn til å være stolt over. Vi har lyktes i å bygge opp flere verdensledende havnæringer basert på denne kunnskapsbaserte forvaltningstilnærmingen. Det er et bredt stortingsflertall, også et bredt flertall i innstillingen til dagens sak, som slutter seg til en videreføring av denne forvaltingstradisjonen. Områdene som er omtalt i denne saken, utenfor Lofoten, Vesterålen og Senja, er som det har vært sagt, i all hovedsak ikke åpnet for petroleumsvirksomhet, med unntak av deler av Nordland VI. Det blir heller ikke åpnet nye områder for petroleumsvirksomhet på norsk sokkel før det er gjennomført en åpningsprosess i henhold til petroleumsloven. En slik åpningsprosess sikrer både gode beslutningsgrunnlag og en bred involvering av alle berørte og interesserte parter. Det som i dag foreligger av kunnskap knyttet til områdene utenfor Lofoten, Vesterålen og Senja, er ganske omfattende, men i sum allikevel ikke tilstrekkelig til å gjennomføre en eventuell åpning av disse områdene. Derfor er det fra et ressursforvaltningsperspektiv og den forvaltningstradisjonen vi har hatt, viktig at man gjennomfører en fullstendig konsekvensutredning av området før man foretar eventuelle avveininger av om området skal åpnes eller ei, og om det skal settes spesielle krav til en eventuell petroleumsvirksomhet i disse områdene. Det er en tilsvarende prosess som man kjører på et hvilket som helst område på sokkelen som skal vurderes for en mulig petroleumsaktivitet gjennom en åpningsprosess. Jeg vil sterkt advare mot å vedta et slikt forslag som representantene i utgangspunktet foreslår i dette representantforslaget, og som et mindretall i innstillingen går inn for. Vi må videreføre den rotfestede norske forvaltningstradisjonen om å fatte beslutninger basert på fakta og kunnskap. Noe annet vil ikke være forsvarlig."
